#
# File created on 2019-05-18 23:23:48 EDT
# Refresh Date: 2018-06
#
# U.S. Geological Survey
#
# This file contains selected WaterUse data 
#
# The data you have secured from the USGS NWISWeb database may include data that have 
# not received Director's approval and as such are provisional and subject to revision. 
# The data are released on the condition that neither the USGS nor the United States 
# Government may be held liable for any damages resulting from its authorized or 
# unauthorized use.
#
#  * References to sources of water-use data can be found here. - https://water.usgs.gov/watuse
#
#  Search Criteria:
#  Year(s)          - ALL
#  Area             - County
#  County Codes(s)  - ALL
#  County Name(s)   - --ALL Counties--
#  Category Code(s) - TP
#  Category Name(s) - Total Population
#
#  Columns:
#  state_cd    - State Code
#  state_name  - State Name
#  county_cd   - County Code
#  county_nm   - County Name
#  year        - Year
#
#  The following categories are included: 
#  Total Population total population of area, in thousands 
#
state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands
46	South Dakota	057	Hamlin County	2015	-
46	South Dakota	059	Hand County	1985	4.770
46	South Dakota	059	Hand County	1990	4.270
46	South Dakota	059	Hand County	1995	4.200
46	South Dakota	059	Hand County	2000	3.740
46	South Dakota	059	Hand County	2005	3.307
46	South Dakota	059	Hand County	2010	3.431
46	South Dakota	059	Hand County	2015	-
46	South Dakota	061	Hanson County	1985	3.320
46	South Dakota	061	Hanson County	1990	2.990
46	South Dakota	061	Hanson County	1995	2.940
46	South Dakota	061	Hanson County	2000	3.140
46	South Dakota	061	Hanson County	2005	3.747
46	South Dakota	061	Hanson County	2010	3.331
46	South Dakota	061	Hanson County	2015	-
46	South Dakota	063	Harding County	1985	1.860
46	South Dakota	063	Harding County	1990	1.670
46	South Dakota	063	Harding County	1995	1.540
46	South Dakota	063	Harding County	2000	1.350
46	South Dakota	063	Harding County	2005	1.218
46	South Dakota	063	Harding County	2010	1.255
46	South Dakota	063	Harding County	2015	-
46	South Dakota	065	Hughes County	1985	14.710
46	South Dakota	065	Hughes County	1990	14.820
46	South Dakota	065	Hughes County	1995	15.540
46	South Dakota	065	Hughes County	2000	16.480
46	South Dakota	065	Hughes County	2005	16.875
46	South Dakota	065	Hughes County	2010	17.022
46	South Dakota	065	Hughes County	2015	-
46	South Dakota	067	Hutchinson County	1985	9.120
46	South Dakota	067	Hutchinson County	1990	8.260
46	South Dakota	067	Hutchinson County	1995	8.020
46	South Dakota	067	Hutchinson County	2000	8.080
46	South Dakota	067	Hutchinson County	2005	7.581
46	South Dakota	067	Hutchinson County	2010	7.343
46	South Dakota	067	Hutchinson County	2015	-
46	South Dakota	069	Hyde County	1985	1.950
46	South Dakota	069	Hyde County	1990	1.700
46	South Dakota	069	Hyde County	1995	1.680
46	South Dakota	069	Hyde County	2000	1.670
46	South Dakota	069	Hyde County	2005	1.614
46	South Dakota	069	Hyde County	2010	1.420
46	South Dakota	069	Hyde County	2015	-
46	South Dakota	071	Jackson County	1985	3.320
46	South Dakota	071	Jackson County	1990	2.810
46	South Dakota	071	Jackson County	1995	2.870
