"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-04-30,699,"Routt County","CO","Steamboat Springs",1399,510700,0.000980007840062721,0.00571090980701063,0.130117282584643,0.0696019983195968,0.0216090232348969,"2008-01","2008-Q1",534100,-0.0438120202209324,"2007-11"
2019-04-30,2781,"Limestone County","TX",,1400,101400,-0.00879765395894428,-0.00490677134445535,0.0787234042553192,0.0624566703382781,0.0392472558695813,"2019-02","2019-Q1",102800,-0.0136186770428016,"2019-01"
2019-04-30,1398,"Starke County","IN",,1401,109100,-0.000915750915750916,0.000917431192660551,0.100908173562059,0.0526802157129336,0.0232472009186768,"2019-03","2019-Q1",109200,-0.000915750915750916,"2019-03"
2019-04-30,1427,"Teller County","CO","Colorado Springs",1402,305600,-0.00228534116878877,-0.00746995777849951,0.0929899856938484,0.0907909125257573,0.0490044669031433,"2019-01","2019-Q1",307900,-0.00746995777849951,"2018-11"
2019-04-30,700,"Rowan County","KY",,1403,118600,0.00168918918918919,0,0.0268398268398268,0.0361606331306554,0.0142026627395684,"2018-09","2018-Q3",120800,-0.0182119205298013,"2018-07"
2019-04-30,415,"Burke County","GA","Augusta-Richmond County",1404,79000,-0.0174129353233831,-0.0198511166253102,0.109550561797753,0.0659652320012323,0.0251906529712471,"2005-01","2005-Q1",81200,-0.0270935960591133,
2019-04-30,1193,"Meeker County","MN",,1405,152000,-0.00131406044678055,-0.0142671854734112,0.0228802153432032,0.0641226306735594,0.0130624827884127,"2006-06","2006-Q2",164100,-0.0737355271176112,"2006-01"
2019-04-30,715,"Scott County","VA","Kingsport-Bristol-Bristol",1406,84000,-0.00355871886120996,-0.00709219858156028,0.0319410319410319,0.0199501023094542,0.0116674310245592,"2019-02","2019-Q1",84700,-0.00826446280991736,"2018-12"
2019-04-30,1517,"Aransas County","TX","Corpus Christi",1407,209200,-0.00380952380952381,-0.00900047370914259,0.0800206504904492,0.0489954783867961,0.0299764782549261,"2019-01","2019-Q1",211100,-0.00900047370914259,"2018-11"
2019-04-30,2277,"Franklin County","IN",,1408,174300,-0.00343053173241852,-0.0163656884875846,0.0955373978629793,0.0682410508615543,,"2018-11","2018-Q4",178400,-0.0229820627802691,"2018-09"
2019-04-30,1001,"Elbert County","CO","Denver-Aurora-Lakewood",1409,515400,-0.000969180073657686,0.00272373540856031,0.0699605563628815,0.0911586109994116,0.0586455724416739,"2019-02","2019-Q1",516300,-0.00174317257408483,"2019-02"
2019-04-30,2420,"McDonald County","MO","Fayetteville-Springdale-Rogers",1410,102800,-0.00387596899224806,-0.00580270793036751,0.123497267759563,0.0483044203699508,0.0142915934593291,"2019-02","2019-Q1",103400,-0.00580270793036751,"2018-12"
2019-04-30,3117,"Plaquemines Parish","LA","New Orleans-Metairie",1411,235800,0.00169923534409516,0.00985010706638116,0.0493991989319092,0.0351431834540217,0.0138488139831094,"2019-04","2019-Q2",235800,0,"2019-04"
2019-04-30,1124,"Jersey County","IL","St. Louis",1412,87300,-0.00228571428571429,0.0115874855156431,-0.00228571428571429,-0.0477568104557424,-0.0115959332246709,"2013-10","2013-Q4",114800,-0.239547038327526,"2003-06"
2019-04-30,1378,"Seward County","KS","Liberal",1413,106800,0,-0.0174793008279669,-0.0447227191413238,0.0385413612072463,0.0192038485633947,"2018-09","2018-Q3",113400,-0.0582010582010582,"2017-04"
