"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"Scott County","IA","Davenport-Moline-Rock Island",359,1237,-0.000807754442649435,0.0032441200324412,0.0114472608340147,60876
2019-04-30,"Porter County","IN","Chicago-Naperville-Elgin",360,1472,0,-0.00473292765382015,-0.00875420875420875,62924
2019-04-30,"Saint Clair County","MI","Detroit-Warren-Dearborn",361,1080,-0.00735294117647059,-0.00735294117647059,0.0671936758893281,60662
2019-04-30,"Davidson County","NC","Winston-Salem",362,955,-0.0083073727933541,-0.0154639175257732,0.0302049622437972,78703
2019-04-30,"Boone County","MO","Columbia",363,1120,-0.000892060660124889,-0.0017825311942959,-0.00355871886120996,48331
2019-04-30,"Kent County","DE","Dover",364,1289,0,0.0101880877742947,0.0320256204963971,48995
2019-04-30,"Beaufort County","SC","Hilton Head Island-Bluffton-Beaufort",365,1845,-0.000541711809317443,0.00217273221075502,0.0159691629955947,86599
2019-04-30,"Greene County","OH","Dayton",366,1296,-0.00307692307692308,-0.000771010023130301,0.0376301040832666,53565
2019-04-30,"Portage County","OH","Akron",367,1200,0.00334448160535117,0.0050251256281407,-0.0283400809716599,47985
2019-04-30,"DeSoto County","MS","Memphis",368,1373,0.00218978102189781,0.00512445095168375,0.0362264150943396,53250
2019-04-30,"Sumner County","TN","Nashville-Davidson--Murfreesboro--Franklin",369,1507,0.000664010624169987,0.0033288948069241,0.0293715846994536,69636
2019-04-30,"Rock County","WI","Janesville-Beloit",370,893,0.00903954802259887,0.0113250283125708,0.0772014475271411,64875
2019-04-30,"Jackson County","MI","Jackson",371,939,-0.00212539851222104,-0.0339506172839506,-0.0418367346938776,62149
2019-04-30,"Charlotte County","FL","Punta Gorda",372,1718,-0.00290191526407429,0.00174927113702624,-0.00521134916039375,91354
2019-04-30,"Kenton County","KY","Cincinnati",373,1243,0.00403877221324717,0.00974817221770918,0.0436607892527288,53679
2019-04-30,"Iredell County","NC","Charlotte-Concord-Gastonia",374,1228,0.00163132137030995,0.007383100902379,0.0336700336700337,86125
2019-04-30,"Rensselaer County","NY","Albany-Schenectady-Troy",375,1394,0.0014367816091954,0.0101449275362319,0.0152949745083758,45974
2019-04-30,"Pueblo County","CO","Pueblo",376,1134,0.00176678445229682,0.00531914893617021,0.0143112701252236,56775
2019-04-30,"Sarpy County","NE","Omaha-Council Bluffs",377,1443,0.000693481276005548,0.00487465181058496,0.0344086021505376,55115
2019-04-30,"Hampshire County","MA","Springfield",378,1896,0.000527704485488127,0.0101225359616409,0.0592178770949721,47460
2019-04-30,"Deschutes County","OR","Bend-Redmond",379,1752,0.00343642611683849,0.00921658986175115,0.0472205618649133,64943
2019-04-30,"Wyandotte County","KS","Kansas City",380,910,0.00663716814159292,0.015625,0.0388127853881279,55389
2019-04-30,"Hays County","TX","Austin-Round Rock",381,1583,0.00571791613722999,0.00571791613722999,-0.00189155107187894,46956
2019-04-30,"Cumberland County","NJ","Vineland-Bridgeton",382,1240,0.00242522231204527,-0.00481540930979133,-0.0103750997605746,44034
2019-04-30,"Sullivan County","TN","Kingsport-Bristol-Bristol",383,1004,0.00500500500500501,0.0161943319838057,0.0889370932754881,57830
2019-04-30,"Berrien County","MI","Niles-Benton Harbor",384,1139,-0.00087719298245614,-0.0138528138528139,0.00885739592559787,79573
2019-04-30,"Bibb County","GA","Macon-Bibb County",385,913,0.00550660792951542,0.0110741971207087,-0.00218579234972678,42959
2019-04-30,"Schenectady County","NY","Albany-Schenectady-Troy",386,1445,-0.00138217000691085,-0.00276052449965493,0.00907821229050279,49033
2019-04-30,"Catawba County","NC","Hickory-Lenoir-Morganton",387,1002,0.00400801603206413,0.00501504513540622,0.0809061488673139,76648
2019-04-30,"Centre County","PA","State College",388,1517,-0.00131665569453588,0.00132013201320132,0.0578800557880056,31628
2019-04-30,"Penobscot County","ME","Bangor",389,1184,0.00594732370433305,0.00424088210347752,-0.000843881856540084,52687
2019-04-30,"Kings County","CA","Hanford-Corcoran",390,1218,0.00495049504950495,0.0158465387823186,0.0619006102877071,28701
2019-04-30,"Tolland County","CT","Hartford-West Hartford-East Hartford",391,1703,-0.00175849941383353,-0.0081537565521258,0.0403176542455712,47684
2019-04-30,"Monroe County","MI","Monroe",392,1210,-0.007383100902379,0.0108604845446951,0.163461538461538,55436
2019-04-30,"Santa Rosa County","FL","Pensacola-Ferry Pass-Brent",393,1355,0.0044477390659748,0.011949215832711,0.0487616099071207,56563
2019-04-30,"Alamance County","NC","Burlington",394,1056,0.00284900284900285,0.0134357005758157,0.0909090909090909,50404
2019-04-30,"Johnson County","TX","Dallas-Fort Worth-Arlington",395,1491,0,0.00268997982515131,0.0318339100346021,43116
2019-04-30,"Madera County","CA","Madera",396,1335,0.00150037509377344,0.00678733031674208,0.068,38155
2019-04-30,"Stearns County","MN","St. Cloud",397,1295,-0.00307929176289453,-0.00461183704842429,0,48338
2019-04-30,"Cass County","ND","Fargo",398,1387,0.00144404332129964,0.00653120464441219,0.0296956198960653,35676
2019-04-30,"Franklin County","PA","Chambersburg-Waynesboro",399,1131,-0.00176522506619594,-0.00615114235500879,-0.00264550264550265,43961
2019-04-30,"Ellis County","TX","Dallas-Fort Worth-Arlington",400,1604,0.0025,0.00880503144654088,0.0361757105943152,47692
2019-04-30,"Sussex County","NJ","New York-Newark-Jersey City",401,1858,0.00215749730312837,0.00704607046070461,0.0114316820903647,60296
2019-04-30,"Yellowstone County","MT","Billings",402,1279,0.00313725490196078,0.00550314465408805,0.0207501995211492,50573
2019-04-30,"Rock Island County","IL","Davenport-Moline-Rock Island",403,915,0.00770925110132159,0.020066889632107,0.0689252336448598,57520
2019-04-30,"Washington County","MD","Hagerstown-Martinsburg",404,1203,0.0025,0.0100755667506297,0.0273270708795901,53772
2019-04-30,"Mesa County","CO","Grand Junction",405,1303,0.00307929176289453,0.0124320124320124,0.0867389491242702,52923
2019-04-30,"Charles County","MD","Washington-Arlington-Alexandria",406,1941,0.000515463917525773,0.00569948186528497,0.0446716899892357,63092
2019-04-30,"Merrimack County","NH","Concord",407,1605,0.00124766063630692,-0.00124455507156192,0.0056390977443609,54631
2019-04-30,"Martin County","FL","Port St. Lucie",408,1955,0.00205023065094823,0.0140041493775934,0.0235602094240838,71680
2019-04-30,"Fairfield County","OH","Columbus",409,1422,0.000703729767769177,0.00352858151023289,0.0208183776022972,47862
2019-04-30,"Hendricks County","IN","Indianapolis-Carmel-Anderson",410,1369,0.00219619326500732,0.00440205429200293,0.00661764705882353,66081
2019-04-30,"Olmsted County","MN","Rochester",411,1412,0.0042674253200569,0.0121863799283154,0.0537313432835821,53415
2019-04-30,"Santa Fe County","NM","Santa Fe",412,1896,0,0.00958466453674121,0.0846681922196796,57335
2019-04-30,"Cambria County","PA","Johnstown",413,681,0.00442477876106195,0.0209895052473763,-0.00583941605839416,46620
2019-04-30,"Paulding County","GA","Atlanta-Sandy Springs-Roswell",414,1248,0.00240963855421687,0.00402252614641995,-0.0118764845605701,50418
2019-04-30,"Rankin County","MS","Jackson",415,1367,0.00736919675755343,0.0118430792005922,0.00293470286133529,46933
2019-04-30,"Citrus County","FL","Homosassa Springs",416,1197,0.000836120401337793,-0.000834724540901503,0.00588235294117647,59812
2019-04-30,"Lee County","AL","Auburn-Opelika",417,1236,0.00980392156862745,0.0231788079470199,0.0048780487804878,38526
2019-04-30,"Alexandria City","VA","Washington-Arlington-Alexandria",418,2304,-0.00302899177845089,-0.0191570881226054,-0.0568972574703234,44331
2019-04-30,"Houston County","GA","Warner Robins",419,1026,0.00391389432485323,0.0108374384236453,0.0512295081967213,48162
2019-04-30,"Jackson County","MS","Gulfport-Biloxi-Pascagoula",420,1042,0.00482160077145612,0.00871248789932236,0.0535894843276036,48166
2019-04-30,"Johnson County","IN","Indianapolis-Carmel-Anderson",421,1264,0.00317460317460317,0.00877893056664006,0.0185334407735697,51197
2019-04-30,"Kootenai County","ID","Coeur d'Alene",422,1454,0.00275862068965517,0.00553250345781466,0.0408017179670723,66675
2019-04-30,"Rowan County","NC","Charlotte-Concord-Gastonia",423,1043,0.00870406189555126,0.0285996055226824,0.120300751879699,37403
2019-04-30,"Clark County","OH","Springfield",424,835,-0.00119617224880383,0.00967351874244256,0.0489949748743719,48150
2019-04-30,"Washington County","UT","St. George",425,1496,0.00335345405767941,0.0108108108108108,0.0483531885073581,57936
2019-04-30,"Indian River County","FL","Sebastian-Vero Beach",426,1572,0.00447284345047923,0.0148482892188509,0.0274509803921569,69278
2019-04-30,"Monroe County","IN","Bloomington",427,1291,0.0046692607003891,0.0133437990580848,0.0504475183075671,49860
2019-04-30,"Hampton City","VA","Virginia Beach-Norfolk-Newport News",428,1222,0.00163934426229508,0.00825082508250825,0.0225941422594142,46049
2019-04-30,"Florence County","SC","Florence",429,1097,0.000912408759124088,0.0138632162661738,0.0765456329735034,43115
2019-04-30,"Fayette County","PA","Pittsburgh",430,821,-0.00725513905683192,-0.0295508274231678,-0.0764904386951631,45442
2019-04-30,"Dorchester County","SC","Charleston-North Charleston",431,1495,0.00201072386058981,0.00537995965030262,0.036754507628294,46918
2019-04-30,"Napa County","CA","Napa",432,2955,-0.00101419878296146,-0.00202634245187437,0.0386643233743409,32517
2019-04-30,"Calhoun County","MI","Battle Creek",433,1019,-0.00585365853658537,0.0129224652087475,0.134743875278396,44391
2019-04-30,"Humboldt County","CA","Eureka-Arcata-Fortuna",434,1548,0,0.00978473581213307,0.0909090909090909,30416
2019-04-30,"Coconino County","AZ","Flagstaff",435,1836,0.0016366612111293,-0.0048780487804878,0.0372881355932203,36863
2019-04-30,"Robeson County","NC","Lumberton",436,822,-0.00844390832328106,-0.0167464114832536,0.0160692212608158,17561
2019-04-30,"Marathon County","WI","Wausau",437,1029,-0.00579710144927536,-0.00290697674418605,0.0127952755905512,52249
2019-04-30,"Orange County","NC","Durham-Chapel Hill",438,1667,0.00180288461538462,0.0201958384332925,0.0543959519291588,45199
2019-04-30,"Lebanon County","PA","Lebanon",439,1163,-0.00428082191780822,-0.0193929173693086,0.0192813321647677,39537
2019-04-30,"Douglas County","GA","Atlanta-Sandy Springs-Roswell",440,1275,0.00472813238770686,0.0151273885350318,0.0633861551292744,44030
2019-04-30,"Madison County","IN","Indianapolis-Carmel-Anderson",441,811,0.00620347394540943,0.00870646766169154,0.0226986128625473,56626
2019-04-30,"Rapides Parish","LA","Alexandria",442,1097,-0.0117117117117117,-0.0292035398230088,0.00549954170485793,33219
2019-04-30,"Sandoval County","NM","Albuquerque",443,1271,-0.00157109190887667,0,0.024174053182917,57211
2019-04-30,"Guadalupe County","TX","San Antonio-New Braunfels",444,1525,0.00262984878369494,0.00394996708360764,0.0248655913978495,46193
2019-04-30,"Taylor County","TX","Abilene",445,1049,0.00191021967526266,0.00191021967526266,0.0553319919517103,43463
2019-04-30,"Wichita County","TX","Wichita Falls",446,865,0.00464576074332172,0.00933488914819136,0.0188457008244994,40034
2019-04-30,"Cochise County","AZ","Sierra Vista-Douglas",447,919,0.00218102508178844,0.0143487858719647,0.0723453908984831,36313
2019-04-30,"Black Hawk County","IA","Waterloo-Cedar Falls",448,1035,0.00290697674418605,0.00290697674418605,0.0237388724035608,53743
2019-04-30,"Johnson County","IA","Iowa City",449,1438,0.00209059233449477,0.00559440559440559,-0.0130404941660947,47786
2019-04-30,"San Juan County","NM","Farmington",450,1086,0.00277008310249307,-0.00912408759124088,-0.014519056261343,27248
2019-04-30,"Scott County","MN","Minneapolis-St. Paul-Bloomington",451,1945,-0.00154004106776181,-0.00102722136620442,0.0183246073298429,46456
2019-04-30,"Stafford County","VA","Washington-Arlington-Alexandria",452,1889,0.00212201591511936,0.00371944739638682,0.0238482384823848,43552
2019-04-30,"Hunterdon County","NJ","New York-Newark-Jersey City",453,2349,0.00127877237851662,-0.000425531914893617,-0.0196160267111853,46329
2019-04-30,"Livingston Parish","LA","Baton Rouge",454,1284,0.000779423226812159,-0.000778210116731518,-0.0467706013363029,36847
2019-04-30,"Coweta County","GA","Atlanta-Sandy Springs-Roswell",455,1388,0.00579710144927536,0.012399708242159,0.0251107828655835,52788
2019-04-30,"Sebastian County","AR","Fort Smith",456,865,0.00464576074332172,0.00815850815850816,0.0164512338425382,35170
2019-04-30,"Wood County","OH","Toledo",457,1237,-0.00642570281124498,-0.0166931637519873,0.0214698596201486,45924
2019-04-30,"Wright County","MN","Minneapolis-St. Paul-Bloomington",458,1582,0,0.0102171136653895,0.111735769501054,44077
2019-04-30,"Richland County","OH","Mansfield",459,844,-0.00236406619385343,0.0280146163215591,0.182072829131653,42593
2019-04-30,"Comanche County","OK","Lawton",460,736,0.00136054421768707,0.00272479564032698,0.0366197183098592,38967
2019-04-30,"Columbia County","GA","Augusta-Richmond County",461,1277,0.00393081761006289,0.0102848101265823,0.0290088638195004,42293
2019-04-30,"Strafford County","NH","Boston-Cambridge-Newton",462,1655,0.00303030303030303,0.0054678007290401,0.029228855721393,42822
2019-04-30,"Blount County","TN","Knoxville",463,1135,0.00176522506619594,0.00620567375886525,-0.0147569444444444,64896
2019-04-30,"Washington County","TN","Johnson City",464,990,0.00303951367781155,0.0050761421319797,0.0588235294117647,57509
2019-04-30,"Wayne County","NC","Goldsboro",465,981,-0.00406091370558376,0,0.0936454849498328,13053
2019-04-30,"Spotsylvania County","VA","Washington-Arlington-Alexandria",466,1515,0.0033112582781457,0.0113484646194927,0.0313138189244384,57441
2019-04-30,"Kennebec County","ME","Augusta-Waterville",467,1152,0.00173913043478261,0.0078740157480315,0.158953722334004,50780
2019-04-30,"Oswego County","NY","Syracuse",468,1004,0.0151668351870576,0.0601900739176346,-0.047438330170778,32881
2019-04-30,"Gregg County","TX","Longview",469,1165,0.00258175559380379,0.00865800865800866,0.023725834797891,36122
2019-04-30,"Tangipahoa Parish","LA","Hammond",470,1201,-0.00414593698175788,-0.00249169435215947,0.0143581081081081,31440
2019-04-30,"Potter County","TX","Amarillo",471,851,0.0035377358490566,0.00710059171597633,0.00472255017709563,33493
2019-04-30,"Grayson County","TX","Sherman-Denison",472,1315,0.00381679389312977,0.0162287480680062,0.150481189851269,42985
2019-04-30,"Randall County","TX","Amarillo",473,1343,0.000745156482861401,0.00149142431021626,-0.00370919881305638,43503
2019-04-30,"Morgan County","AL","Decatur",474,834,0.00968523002421308,0.0233128834355828,0.0220588235294118,44939
2019-04-30,"Pickens County","SC","Greenville-Anderson-Mauldin",475,1133,0.00354295837023915,0.00532386867790595,-0.0224331320103538,38711
2019-04-30,"Boone County","KY","Cincinnati",476,1413,-0.00141342756183746,-0.00702740688685875,-0.00211864406779661,45001
2019-04-30,"Calhoun County","AL","Anniston-Oxford-Jacksonville",477,772,0.0012970168612192,-0.00129366106080207,0.0307076101468625,45604
2019-04-30,"Windham County","CT","Worcester",478,1402,0.00142857142857143,0.00357909806728704,0.0784615384615385,36911
2019-04-30,"Delaware County","IN","Muncie",479,921,0.00326797385620915,0.0176795580110497,0.155583437892095,44526
2019-04-30,"Jasper County","MO","Joplin",480,763,0.0105960264900662,0.0255376344086021,-0.0329531051964512,25918
2019-04-30,"Bossier Parish","LA","Shreveport-Bossier City",481,1224,-0.000816326530612245,0.00327868852459016,0.0208507089241034,41741
2019-04-30,"Parker County","TX","Dallas-Fort Worth-Arlington",482,1543,-0.00129449838187702,0.00325097529258778,0.0091563113145847,40849
2019-04-30,"Skagit County","WA","Mount Vernon-Anacortes",483,1690,-0.00118203309692671,-0.00471142520612485,0.0174593618302228,51657
2019-04-30,"Clarke County","GA","Athens-Clarke County",484,1237,0.00161943319838057,0.0181069958847737,0.084136722173532,34456
2019-04-30,"Linn County","OR","Albany",485,1420,0.00424328147100424,0.00923951670220327,0.0534124629080119,32586
2019-04-30,"Jefferson County","NY","Watertown-Fort Drum",486,1197,-0.000834724540901503,-0.00166805671392827,0.0152671755725191,28841
2019-04-30,"Lycoming County","PA","Williamsport",487,1046,-0.00759013282732448,-0.0132075471698113,0.064089521871821,34780
2019-04-30,"Canadian County","OK","Oklahoma City",488,1247,0.00241157556270096,0.00726978998384491,0.0254934210526316,49768
2019-04-30,"Sheboygan County","WI","Sheboygan",489,1075,-0.00646950092421442,-0.0191605839416058,-0.0110395584176633,37439
2019-04-30,"Kendall County","IL","Chicago-Naperville-Elgin",490,1889,0.00318640467339352,0.014500537056928,0.0558971492453885,41202
2019-04-30,"Harnett County","NC","Dunn",491,1145,0,0.00174978127734033,0.0223214285714286,25134
2019-04-30,"Wayne County","OH","Wooster",492,1033,-0.0114832535885167,-0.0327715355805243,-0.0946538124452235,32876
2019-04-30,"Wilson County","TN","Nashville-Davidson--Murfreesboro--Franklin",493,1659,0.00423728813559322,0.00789793438639125,0.0209230769230769,42442
2019-04-30,"La Salle County","IL","Ottawa-Peru",494,1004,-0.00198807157057654,-0.00198807157057654,0.0535152151101784,45037
2019-04-30,"Warren County","KY","Bowling Green",495,1182,0.000846740050804403,0.00939368061485909,0.0368421052631579,30369
2019-04-30,"Kankakee County","IL","Kankakee",496,1164,0.00954032957502168,0.0300884955752212,0.0439461883408072,35138
2019-04-30,"Faulkner County","AR","Little Rock-North Little Rock-Conway",497,1015,0.00794438927507448,0.0190763052208835,0.06282722513089,37526
2019-04-30,"Saint Lawrence County","NY","Ogdensburg-Massena",498,1234,-0.00724054706355591,-0.0056406124093473,-0.0198570293884035,28814
2019-04-30,"La Porte County","IN","Michigan City-La Porte",499,911,0.00662983425414365,0.0010989010989011,-0.0480668756530825,70969
2019-04-30,"Douglas County","KS","Lawrence",500,1328,0.000753579502637528,0.00758725341426404,0.00682335102350265,28151
2019-04-30,"Macon County","IL","Decatur",501,963,-0.00413650465356774,0.00103950103950104,0.0115546218487395,41449
2019-04-30,"Carroll County","GA","Atlanta-Sandy Springs-Roswell",502,1091,-0.00274223034734918,-0.00365296803652968,0.100908173562059,40580
2019-04-30,"Clark County","IN","Louisville/Jefferson County",503,1020,0.00196463654223969,-0.00195694716242661,0.0169491525423729,64522
2019-04-30,"Tom Green County","TX","San Angelo",504,1231,0.00244299674267101,0.00571895424836601,0.0275459098497496,30718
2019-04-30,"Missoula County","MT","Missoula",505,1402,0,-0.00213523131672598,0.0196363636363636,37831
2019-04-30,"Lowndes County","GA","Valdosta",506,1007,-0.00198216055500496,0.00199004975124378,0.0622362869198312,29466
2019-04-30,"Warren County","NJ","Allentown-Bethlehem-Easton",507,1635,0.00801479654747226,0.0148975791433892,0.0148975791433892,37755
2019-04-30,"Comal County","TX","San Antonio-New Braunfels",508,1687,0.00178147268408551,0.00178147268408551,0.0324357405140759,43406
2019-04-30,"Vigo County","IN","Terre Haute",509,727,0.00275862068965517,0,0.0225035161744023,36790
2019-04-30,"Columbiana County","OH","Salem",510,834,-0.0130177514792899,-0.0257009345794392,-0.0291036088474971,34129
2019-04-30,"Bay County","MI","Bay City",511,798,0.00251256281407035,-0.00992555831265509,-0.0677570093457944,40062
2019-04-30,"Eaton County","MI","Lansing-East Lansing",512,1147,-0.016295025728988,-0.036943744752309,0.00879507475813544,40660
2019-04-30,"Androscoggin County","ME","Lewiston-Auburn",513,1276,-0.00700389105058366,-0.0192159877017679,0.044189852700491,37280
2019-04-30,"Douglas County","OR","Roseburg",514,1132,0,0.0107142857142857,0.0916104146576663,32715
2019-04-30,"Sumter County","SC","Sumter",515,839,-0.00710059171597633,-0.0106132075471698,0.00479041916167665,50198
2019-04-30,"Navajo County","AZ","Show Low",516,1227,0.00163265306122449,0.0148883374689826,0.111413043478261,28127
2019-04-30,"Brunswick County","NC","Myrtle Beach-Conway-North Myrtle Beach",517,1348,0.00672143390589993,0.0212121212121212,0.0647709320695103,71526
2019-04-30,"Ascension Parish","LA","Baton Rouge",518,1510,0.00265604249667995,0.00733822548365577,-0.026434558349452,34437
2019-04-30,"Saline County","AR","Little Rock-North Little Rock-Conway",519,1191,0,0.00168208578637511,0.0338541666666667,36966
2019-04-30,"Henderson County","NC","Asheville",520,1427,0.0028109627547435,0.0077683615819209,0.0385735080058224,43998
2019-04-30,"Fayette County","GA","Atlanta-Sandy Springs-Roswell",521,1811,0.00667037242912729,0.0179876335019674,0.0342661336379212,38056
2019-04-30,"Allen County","OH","Lima",522,930,0.00867678958785249,0.0276243093922652,0.100591715976331,34835
2019-04-30,"Hardin County","KY","Elizabethtown-Fort Knox",523,1059,0.00189214758751183,0.00857142857142857,0.0133971291866029,30000
2019-04-30,"DeKalb County","IL","Chicago-Naperville-Elgin",524,1239,0.0114285714285714,0.0122549019607843,-0.0166666666666667,28559
2019-04-30,"Saint Marys County","MD","California-Lexington Park",525,1647,-0.000606796116504854,0.00304506699147381,0.0306633291614518,46148
2019-04-30,"Etowah County","AL","Gadsden",526,877,-0.00566893424036281,-0.00566893424036281,0.0354191263282172,31888
2019-04-30,"Bonneville County","ID","Idaho Falls",527,1150,0.002615518744551,0.0105448154657293,0.055045871559633,33538
2019-04-30,"Berkeley County","WV","Hagerstown-Martinsburg",528,1247,0,-0.000801282051282051,0.0391666666666667,35571
2019-04-30,"Craven County","NC","New Bern",529,1051,0.00382043935052531,0.00767018216682646,0.051,35224
2019-04-30,"Kaufman County","TX","Dallas-Fort Worth-Arlington",530,1597,0.0006265664160401,0.00566750629722922,0.0329883570504528,34231
2019-04-30,"Whitfield County","GA","Dalton",531,1053,-0.0240963855421687,-0.040983606557377,-0.0303867403314917,27883
2019-04-30,"Cowlitz County","WA","Longview",532,1410,0.00642398286937901,0.0165825522710887,0.0545998504113687,32146
2019-04-30,"Walworth County","WI","Whitewater-Elkhorn",533,1410,0.0007097232079489,-0.00774102744546094,-0.048582995951417,55683
2019-04-30,"Woodbury County","IA","Sioux City",534,1000,0.00908173562058527,0.0256410256410256,0.0351966873706004,35544
2019-04-30,"Fond du Lac County","WI","Fond du Lac",535,859,-0.00348027842227378,-0.0149082568807339,-0.104275286757039,38252
2019-04-30,"Tompkins County","NY","Ithaca",536,1620,0.00558659217877095,0.00247524752475248,-0.0652048470859781,21052
2019-04-30,"Houston County","AL","Dothan",537,931,0.0119565217391304,0.0130576713819369,0.0010752688172043,28778
2019-04-30,"Ashtabula County","OH","Ashtabula",538,916,-0.00109051254089422,0.011037527593819,0.0269058295964126,34663
2019-04-30,"Franklin County","MO","St. Louis",539,776,-0.00385109114249037,-0.00640204865556978,-0.0139771283354511,60106
2019-04-30,"Adams County","PA","Gettysburg",540,1334,0.00225394440270473,0.00603318250377074,0.0405616224648986,59419
2019-04-30,"Cecil County","MD","Philadelphia-Camden-Wilmington",541,1419,-0.00210970464135021,-0.000704225352112676,0.0565897244973939,45704
2019-04-30,"Pennington County","SD","Rapid City",542,1336,-0.00372856077554064,0.00225056264066016,0.0519685039370079,29949
2019-04-30,"Bartow County","GA","Atlanta-Sandy Springs-Roswell",543,1190,0.00676818950930626,0.024978466838932,0.0867579908675799,41284
2019-04-30,"Newton County","GA","Atlanta-Sandy Springs-Roswell",544,1178,0.00511945392491468,0.0102915951972556,0.0499108734402852,43016
2019-04-30,"Lenawee County","MI","Adrian",545,1037,-0.0114394661582459,-0.0262910798122066,-0.0290262172284644,38637
2019-04-30,"Hanover County","VA","Richmond",546,1595,0,0,0.0270444301352222,42849
2019-04-30,"Putnam County","NY","New York-Newark-Jersey City",547,2328,0.00474751834268451,0.00388098318240621,-0.0348258706467662,33096
2019-04-30,"Cass County","MO","Kansas City",548,1352,0.0029673590504451,-0.00294985250737463,-0.0252343186733958,38283
2019-04-30,"Yamhill County","OR","Portland-Vancouver-Hillsboro",549,1648,0,0.00304321363359708,0.0390920554854981,20691
2019-04-30,"Steuben County","NY","Corning",550,1248,-0.00873709293089754,-0.0265210608424337,-0.0211764705882353,27884
2019-04-30,"Albemarle County","VA","Charlottesville",551,1753,0.00343445907269605,0.00747126436781609,0.0422116527942925,36573
2019-04-30,"Bradley County","TN","Cleveland",552,977,-0.00204290091930541,-0.00711382113821138,-0.023,45070
2019-04-30,"Highlands County","FL","Sebring",553,1125,0.00178094390026714,-0.00530503978779841,0.0217983651226158,40850
2019-04-30,"Nevada County","CA","Truckee-Grass Valley",554,2089,0.00095831336847149,0.0215158924205379,0.122514777001612,45066
2019-04-30,"Eau Claire County","WI","Eau Claire",555,1129,0.00177462289263532,0.0152877697841727,0.0291704649042844,31946
2019-04-30,"Wicomico County","MD","Salisbury",556,1218,-0.00163934426229508,-0.00490196078431373,0.0158465387823186,42432
2019-04-30,"Madison County","TN","Jackson",557,918,0.00109051254089422,0.00547645125958379,0.0256983240223464,43163
2019-04-30,"Fairbanks North Star Borough","AK","Fairbanks",558,1668,-0.003584229390681,-0.0089126559714795,0.0133657351154314,20187
2019-04-30,"Roanoke City","VA","Roanoke",559,937,0.00213903743315508,0.00536480686695279,0.0647727272727273,34772
2019-04-30,"Daviess County","KY","Owensboro",560,1019,-0.000980392156862745,0.00592300098716683,0.0387359836901121,31941
2019-04-30,"Craighead County","AR","Jonesboro",561,1042,-0.00287081339712919,-0.00856327307326356,-0.0141911069063387,30836
2019-04-30,"Cabell County","WV","Huntington-Ashland",562,857,0.00468933177022274,-0.00232828870779977,-0.0359955005624297,31158
2019-04-30,"Lafourche Parish","LA","Houma-Thibodaux",563,1172,-0.00929839391377853,-0.0176026823134954,-0.00170357751277683,29212
2019-04-30,"Floyd County","GA","Rome",564,1058,-0.0121381886087768,-0.00936329588014981,0.125531914893617,25255
2019-04-30,"Monongalia County","WV","Morgantown",565,1230,-0.000812347684809098,-0.00806451612903226,0.0148514851485149,27211
2019-04-30,"Garland County","AR","Hot Springs",566,1047,-0.00380589914367269,-0.0296570898980538,-0.0676758682101514,33868
2019-04-30,"Flagler County","FL","Deltona-Daytona Beach-Ormond Beach",567,1443,0.00347705146036161,0.00979706088173548,0.0351506456241033,46765
2019-04-30,"Portsmouth City","VA","Virginia Beach-Norfolk-Newport News",568,1158,0.00433651344319167,0.011353711790393,0.0404312668463612,31817
2019-04-30,"Sutter County","CA","Yuba City",569,1531,0.0039344262295082,0.0105610561056106,0.0573204419889503,23982
2019-04-30,"Dougherty County","GA","Albany",570,803,-0.00248447204968944,-0.00248447204968944,0.00752823086574655,22386
2019-04-30,"Montgomery County","VA","Blacksburg-Christiansburg-Radford",571,1430,-0.000698812019566737,0.0206995003568879,0.128650355169692,21508
2019-04-30,"Wayne County","NY","Rochester",572,1371,-0.0164992826398852,-0.0317796610169492,0.0148038490007402,27614
2019-04-30,"Dubuque County","IA","Dubuque",573,1115,0.00722673893405601,0.0145586897179254,-0.0346320346320346,35303
2019-04-30,"Rockingham County","NC","Greensboro-High Point",574,829,-0.0107398568019093,0.0134474327628362,0.0533672172808132,28748
2019-04-30,"Geauga County","OH","Cleveland-Elyria",575,1585,0.0186375321336761,0.0455145118733509,-0.0252152521525215,30791
2019-04-30,"Pottawattamie County","IA","Omaha-Council Bluffs",576,1037,0.00193236714975845,0.0136852394916911,0.00290135396518375,33286
2019-04-30,"Marshall County","AL","Albertville",577,931,-0.00214362272240086,-0.00427807486631016,0.0119565217391304,33951
2019-04-30,"Lauderdale County","AL","Florence-Muscle Shoals",578,882,0,0.00570125427594071,0.0220162224797219,33819
2019-04-30,"Tuscarawas County","OH","New Philadelphia-Dover",579,949,-0.0114583333333333,-0.0216494845360825,-0.0266666666666667,29986
2019-04-30,"Bowie County","TX","Texarkana",580,1042,-0.00191570881226054,-0.00382409177820268,-0.0179076343072573,24583
2019-04-30,"Orangeburg County","SC","Orangeburg",581,943,-0.0104931794333683,-0.0156576200417537,0.0150699677072121,24423
2019-04-30,"Roanoke County","VA","Roanoke",582,1248,0.00240963855421687,0.00483091787439614,0.0356846473029046,41909
2019-04-30,"Laramie County","WY","Cheyenne",583,1177,0.0252613240418118,0.0415929203539823,-0.0932203389830508,32248
