RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04
9632,Mount Lebanon,Pennsylvania,182,173100,166100,168400,188500,189600,193100,183100,185e3,177800,167100,179e3,186600,195700,196100,179900,179500,175900,191300,194400,195100,186200,186700,190500,207900,198900,191600,184200,190200,189100,185500,189200,184700,202700,200500,195700,178100,180300,189500,190700,197e3,215100,223400,214600,210500,194200,187100,185e3,185400,197600,193800,203500,208100,199400,197500,198800,216e3,233200,218400,213500,201800,215800,218100,217600,218400,225600,229600,221900,208900,207700,210200,221800,217600,223700,213100,222100,217300,221100,209600,212200,215800,227700,235600,245500,249300,239200,233400,231300,235200,232700,235500,238600,249100,238900,234400,221300,236200,241300,256100,250500,254e3,244e3,249300,257500,266800,269700,271100,266500,260700,255e3,251900,255100,259200,267700,266800,266100,259800,263200,260200,262700,267900,272800,267300,267500,269700,277e3,277500,277e3,282900,275300,277400,278700,290200,,
343429,Makiki-Lower Punchbowl-Tantalus,Hawaii,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324300,332400,335700,336200,312800,308600,314e3,335500,336700,333400,328800,363500,366300,349200,326e3,332e3,337300,336e3,340400,339e3,326400,318600,333400,327900,322500,325700,330100,362300,361100,366e3,335100,329900,352400,364900,374600,375900,381800,375900,355500,338800,354e3,367100,367800,361600,354400,361e3,344800,341e3,335e3,343100,346e3,348400,357100,352200,344900,329500,355e3,356200,362800,35e4,364600,378200,359e3,385900,380700,425e3,401300,413300,385700
343430,Aliamanu-Salt Lake-Foster Village,Hawaii,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352300,307300,317e3,301800,363200,352300,355300,33e4,339700,348600,338300,338e3,327200,321700,327500,329900,323300,317100,341700,349800,37e4,345600,348900,346100,368800,382800,374500,370900,369500,357100,358e3,363800,369400,359400,353700,398700,414600,422200,381800,385300,390100,412900,463700,449100,425600,366600,363e3,363100,353600,365500,383500,403100,404500,435400,440500,438100,419e3,398900,413600,402100,416100,403e3,402e3,390200,382200,366600,406e3,469400,476900,
208850,Bustleton,Pennsylvania,185,221600,209100,213500,213800,216e3,217600,209500,219300,221900,221800,215600,216700,219500,219200,208600,211e3,205200,213e3,217800,223200,219500,212800,216900,212800,210700,199300,197500,199600,211300,199500,197800,185200,194400,201e3,206400,216600,205300,198500,189300,202e3,200200,191500,182800,194500,200100,186600,176600,172800,181300,190500,203e3,198500,186500,173900,176800,176700,181900,184600,184100,184100,179100,178200,178400,191800,201400,202700,195300,188100,192500,194200,196100,190400,190100,190200,190300,182300,177700,185700,197200,195e3,183800,179300,178800,183700,184400,192100,189300,186800,188300,187800,186200,189900,195300,200700,202e3,198200,2e5,204700,209300,208700,198400,198500,209800,223300,220100,210100,203900,214400,218900,218700,215400,220500,226e3,226600,217300,214200,215900,220600,227900,220700,204900,200300,207e3,222900,225e3,234100,241900,245e3,249e3,242700,241300,223300,223200,231400
117156,Pacific Beach,California,186,616600,575900,579700,502100,463400,424600,390300,388400,370400,413900,428100,420200,497400,495500,533600,444400,472500,477100,484400,506e3,503300,56e4,483300,467100,412600,484e3,501200,510600,516700,528800,521600,486600,456700,458e3,401400,372900,349300,385e3,396700,393e3,391e3,391800,423800,403100,442700,460700,490800,446200,396500,430300,414500,385200,395300,451700,482900,474800,481400,530500,476500,480500,493500,557600,543700,550800,524500,539600,586900,594500,628200,587700,598600,581900,576e3,569600,566900,594e3,629200,715400,697500,670600,583500,593e3,599500,596600,605100,588400,584e3,580400,577200,571400,544800,561600,514200,518400,509300,558e3,571200,664300,673300,643200,574300,583100,640800,665600,671600,715800,731900,721900,665800,678600,727200,745200,758900,759400,761800,74e4,725300,707600,640800,659100,709500,812800,809600,746700,813500,826200,897900,795400,806600,863400,890700,863900,775900,793800
273587,Eastside-ENACT,Washington,187,185700,186700,189200,185700,184200,180900,177400,169100,160100,150400,141700,134100,135e3,133400,137400,138100,143e3,140700,135700,142600,147600,154500,131200,130100,120900,133300,131900,133800,127500,122100,117900,119600,128100,116300,118700,99900,107200,103700,110800,103700,101900,94800,99400,85500,91100,90400,97800,93100,91500,93600,95700,104300,104900,104700,109400,104500,115400,104600,115800,102200,113800,125700,137800,138600,126900,127200,126500,126800,124500,123500,125100,130700,131700,132600,132200,133300,140100,141600,147800,146200,148200,147e3,143700,141200,142600,145100,145700,152e3,150500,153200,148400,155400,154200,157900,164300,174100,175200,177400,178800,182e3,185700,186900,187700,188900,191900,197900,204200,202700,206800,205600,210500,213100,214300,218600,221500,225900,236400,241e3,244700,242800,245800,244500,240200,247100,248400,251900,243300,250300,262300,263300,270400,266900,276700,270200
115836,Jefferson Park,California,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509900,521800,546100,514800,514300,558600,606300,610500,597100,557300,612500,623800,625200,586600,580600,613300,619700,662100,644700,685400,637800,656e3,623500,627500,627200,623600,632900,655900,724e3,825800,840200,764300,718300,708200,748700,715700,695900,687200,711500
403557,Neartown - Montrose,Texas,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394900,397300,422400,453900,449800,438800,430100,444700,449e3,451700,444900,452400,453200,457900,458e3,452800,446900,448700,469400,48e4,478700,467300,457800,460900,447600,444600,447500,462700,473200,480900,484100,504600,470600,453800,418200
762605,Norwood Cherrylee,California,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442e3,440300,441700,430200,428800,397900,418600,430400,470500,449100,477500,475500,484100,458800,462400,463300,460600,470200,484900,532600,525500,528400,552e3,552500,576500,536600,553500,536100,522300,511e3,520200,507900,489200,436600,464400,464800
114808,Eagle Rock,California,191,568200,504100,430600,459e3,457900,491e3,481e3,461100,465700,462900,45e4,406600,382500,380400,427800,443800,448300,426300,423e3,449600,433e3,452400,436900,448100,436300,408800,435e3,416800,437800,411300,424500,447900,472500,486900,453200,437e3,414e3,439900,447500,443300,430800,406800,414400,404200,439800,465500,486e3,451700,434500,415900,424800,455400,462500,477600,460900,484100,521800,551200,545900,526500,478900,490700,494600,524700,534600,546600,552700,588400,59e4,587600,561e3,574600,582500,608200,635900,640100,632800,610900,629500,635e3,649900,651800,650600,623200,618400,618200,635900,636800,633600,647900,689200,705300,705400,700200,694200,706800,715100,732100,760400,761700,742400,693900,687e3,719500,754400,831200,850600,861700,794700,781400,778200,799100,799100,795500,781100,781400,791800,841700,850500,844900,805400,791700,826e3,833300,857e3,823900,907e3,903500,963700,898400,928700,898700,875400,826800
