"RegionID","RegionName","City","State","Metro","CountyName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
395439,"Carmel Hamlet","Carmel","NY","New York-Newark-Jersey City","Putnam County",817,309300,308900,308300,307500,306700,305900,305100,304500,304200,304200,303800,303000,302000,301000,299900,298700,297600,296800,296200,296100,296700,297800,298900,299900,301100,302500,304100,305800,307800,310100,312600,315600,319300,323500,327400,331200,335200,339100,343000,346900,350900,355000,359300,363900,369200,374700,379900,384700,389400,393900,398200,402300,406400,410600,415000,419900,425300,430900,436300,441400,446300,450700,454600,458300,461700,465100,468500,472300,476600,481100,485400,489300,492700,495500,497800,499600,501400,503200,505500,507200,508900,512600,518000,523400,529200,535500,543100,552200,562100,572200,581800,590300,597400,603100,608600,615600,624500,635200,646700,657900,667600,675300,681300,686600,691700,696600,701100,706100,711800,717400,722400,726300,729300,731800,733900,734900,734100,731000,725100,717400,709100,701200,693900,688300,685000,684200,685600,688300,691000,692900,693400,692800,691500,689100,685300,680400,675300,669800,663700,657100,651300,646900,643800,641600,640400,639000,636300,632100,627200,622300,617500,612200,607500,603500,599300,594700,591000,587500,582700,576600,571000,566100,561500,557600,556300,556200,556000,554700,550700,546000,544100,544400,545200,546300,544600,541300,536700,529900,521700,515800,512000,510300,509800,510000,509200,504700,499100,496700,497000,497500,497600,499000,498900,494000,488200,485000,482500,482600,487300,494000,495200,495100,498900,503500,503800,504900,509200,510700,506100,502100,501900,499900,497700,499900,505900,510000,513900,517600,517300,514100,513300,516500,522000,525300,525900,525800,522800,517600,514400,514700,517500,519600,519900,520400,521400,521200,521700,522500,519000,513700,513000,516600,516000,517200,526800,528300,514300,503500,503300,504600,506200,507000,508700,509700,514000,521300,528000,532500,538600,543400,544800,542000,539000,540800,544200,543300,539000,536500,535200,535600,537100,539600,539700,538400,538300,539300,538700
416331,"Southwood","Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",818,294900,294300,293700,293100,292600,292300,292100,291900,292000,292400,293000,293400,294100,295100,296300,297900,299700,301900,304500,307200,310300,313900,317600,321200,324900,328800,332800,336900,341000,345000,349000,352900,356600,360500,364100,367200,370200,373100,376000,378700,381400,384000,386800,389300,391800,394400,397000,399200,401300,403400,405500,407800,410200,412600,415300,418000,420600,423500,426700,429800,433000,436400,440300,444500,449000,453900,459200,464700,470200,476000,482100,488100,494400,500800,507700,515000,522500,530300,538000,548400,561500,573300,581700,589300,596400,603300,610600,618300,626200,634100,642400,650900,660400,672300,687300,705300,724600,742300,756900,768000,776500,783600,790000,795600,800900,807000,813600,820500,827600,835200,844600,856400,869700,884200,898600,910800,919700,925500,928600,930600,932600,934300,935200,933900,928700,920800,911800,902500,894500,887900,881900,876800,872700,868100,863600,859400,854800,850400,846000,840700,834000,825800,815600,804600,793500,781700,770100,761800,757100,754200,751500,749300,748000,747000,744800,742200,739500,735400,732500,733600,736500,738500,739900,742000,741200,740900,744400,742200,737200,739600,741800,736300,732500,732200,734000,737100,738700,736500,733200,733700,733200,729200,722400,717800,714800,714200,714500,713000,709700,710400,714400,717000,717600,716400,720800,729600,737700,742600,744800,747000,754100,761700,770300,783200,799300,817700,835000,845800,848900,846600,841200,835700,834400,835100,833600,832900,838100,845400,851300,854500,857900,863400,871100,879300,886600,892800,897600,902400,907500,911200,912200,916300,923400,930100,936000,941700,946100,948800,949400,950400,951800,955000,961900,966700,966700,968900,974200,979700,985200,987900,989400,987900,983500,980100,983900,988800,995200,1002100,1010300,1019900,1031200,1045000,1063200,1082600,1095500,1100300,1098900,1100600,1105000,1109300,1111900,1110600,1106100,1103600,1099000,1097300,1101400
264676,"Stoneridge","Roseville","CA","Sacramento--Roseville--Arden-Arcade","Placer County",819,262700,263200,263800,264500,265400,266400,267500,268700,270200,271800,273000,273900,274900,275900,276900,278100,279400,280800,282300,284000,285800,287700,289300,290600,291900,293200,294700,296400,298300,300400,302800,305400,308300,311300,314100,316700,319600,322600,325800,329500,333600,338100,342800,348000,353700,359400,364800,370000,375200,380600,386100,391900,397900,404100,410300,416700,423200,429200,434400,439100,443500,447700,451700,455900,460100,464500,468800,473100,477200,480600,483200,485300,487000,488500,490200,492100,494400,497100,500300,502000,502200,503400,507000,511700,517100,522500,527500,531500,534500,536900,540000,544900,552300,561600,571700,582700,595200,608900,623400,637700,651100,663600,675600,687600,698900,708000,713800,717400,719400,720800,723000,726500,730400,733100,733100,730800,727700,725100,723200,722200,721700,721000,719700,718100,716300,714400,712400,711100,711800,715500,722600,732100,739400,739800,732700,722000,711100,701900,694300,686200,675700,663800,651300,639500,629400,621300,614700,608500,601100,593900,588000,581900,575300,569100,562700,555300,547400,538500,529700,523300,518600,516100,517000,519800,521500,523800,526900,526500,527000,533200,545800,557900,564900,570000,576600,581100,585200,588800,586600,581300,575100,568400,564100,561500,561400,560100,552900,547100,543100,537300,535200,538900,540900,542200,538900,538000,545200,554400,561800,570600,581800,592300,600100,607200,617100,627200,639700,647800,649900,651400,652400,648100,641300,635000,633400,636500,639300,640800,639000,637000,637000,635400,629800,626800,628600,632300,634200,635600,638700,643700,647500,652200,657300,662900,669400,679200,688000,693800,696900,700500,707100,715700,724400,730000,733300,736200,740500,742300,742100,742000,743600,744900,744900,743300,741800,740800,737300,732500,731100,728200,722400,723900,733400,741800,745500,743200,739200,734100,726500,722900,728500,736500,744800,751000,752600,748700,742700
272925,"Bellmont Hillsboro","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",820,180000,181900,183800,185700,187700,189800,192000,194300,197000,199700,202300,204600,207000,209300,211300,213300,215300,217400,219400,221300,223500,225700,227500,229000,230400,231500,232300,233000,233600,234100,234600,235100,235700,236300,236700,236800,236700,236500,236100,235800,235600,235600,235800,236300,237300,238500,239800,241200,242700,244300,246000,248000,250300,253100,256200,259700,263700,267900,272000,276100,280300,284100,287700,291200,294800,298500,302200,306000,309900,313700,317100,320200,323000,325300,327100,328700,330400,332400,334700,336000,335800,335600,335900,335400,334900,335700,338300,341600,344000,345200,346300,349000,353400,358600,364000,370000,376400,382600,387700,391900,395700,399100,402200,405300,408800,412500,416000,419200,421800,423700,425300,426800,429300,433100,437700,442300,446500,450300,454300,459300,465400,473100,482100,492100,502600,512500,520300,526000,530800,534800,538500,542200,545700,549400,553500,558100,562900,567400,570300,571800,572900,573600,574100,573800,571400,567800,565000,562400,559500,556800,554100,552000,551200,551200,550700,548800,544400,538400,533300,530600,529800,530400,530800,531400,532700,534700,535800,538100,547700,556800,561800,564100,562200,558200,561200,566100,565600,564200,562900,562500,559900,557400,556500,556200,554000,551300,550000,550200,549400,546500,547400,550200,550200,548800,548300,548300,552300,555900,554000,549800,550300,553900,558000,558600,563600,576700,589600,594200,596500,600200,606600,614000,621700,628600,636600,644200,650300,652400,651800,656400,666800,675900,679600,683800,690400,699700,704900,711900,720300,733200,749700,767100,779200,792800,807500,819900,826300,829300,835300,846200,859800,864600,865300,867400,870000,869900,877500,890000,895500,898000,907500,918600,921900,924900,928900,936300,944700,955100,953500,950000,960500,973400,968400,962700,959500,960500,964800,966200,968800,982000,994400,998800,1003500,1010600,1015900,1014100,1007900
269026,"Julington Creek","Jacksonville","FL","Jacksonville","Duval County",821,234800,234300,233900,233400,232900,232500,232100,232000,231900,232000,232100,232000,232000,231900,231900,231800,231800,231800,231800,232000,232300,232700,233100,233500,233900,234400,234900,235500,236200,237100,238200,239500,241000,242600,244300,245900,247600,249400,251100,252800,254600,256400,258200,260200,262300,264500,266600,268500,270400,272200,273900,275600,277100,278800,280400,282100,284000,285900,287600,289200,290700,292200,293600,294700,295800,296900,298100,299400,300700,302100,303300,304400,305300,306200,306800,307400,307900,308500,309200,309800,310200,310900,312300,314100,316500,319100,321700,324200,326500,328300,329900,331500,333100,334900,336700,338500,340200,342200,345100,349700,355800,363200,371400,379900,388500,396500,403800,411000,418200,425200,431800,437600,442400,446300,450100,454200,459000,464500,470200,476500,482900,488400,493000,497100,500700,503700,506100,507400,507900,507700,506700,506000,505500,503900,500800,497100,492700,487700,482500,477100,471600,465900,459800,454000,448700,442500,434500,426600,419400,412900,407200,401900,396800,391900,386500,380700,375000,367900,360500,356000,354000,352800,352500,352500,352300,352600,353700,351100,346300,346200,352000,356300,357900,357700,353700,349300,346400,345600,343900,342400,339900,336700,333100,329800,326600,323100,320200,315700,312700,309700,305900,302100,300400,302300,307100,309600,308100,307200,307800,309600,308700,306700,308900,316200,322600,325000,323400,322600,326400,330600,333900,338800,344500,347300,347800,347200,348900,350200,351200,352500,354600,357800,363200,366500,366200,365500,364200,364200,366000,370300,373500,375500,376200,377300,378700,379800,380200,381400,384700,387600,389800,390800,392300,394400,396000,394600,393800,395800,400500,404700,408200,410800,412800,411000,406000,400800,398200,397200,394900,392800,394000,398100,401800,404900,406200,406600,407500,411000,413600,415300,418200,421500,424100,427600,431400,433400,433600
762203,"Monta Vista South","Cupertino","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",822,563300,568000,573000,578300,583800,589700,595700,602100,609500,617100,623800,629800,636000,642200,648700,655200,661900,668600,675300,681900,689300,696400,702300,707200,712000,716800,721900,727300,733200,739700,746800,754700,764000,773800,783200,792600,803000,814300,826800,840700,856000,872600,890100,908800,929000,949500,969100,988000,1007100,1026100,1045400,1065000,1084700,1104100,1122900,1141200,1159000,1174900,1187700,1198200,1207000,1214300,1220700,1226500,1231800,1236600,1240400,1243500,1245500,1245700,1243500,1239600,1234200,1228200,1222400,1217100,1212400,1208400,1205800,1196700,1180100,1164600,1155100,1147500,1143100,1142800,1145700,1149500,1151400,1151200,1150800,1153900,1162300,1174400,1188300,1202900,1214900,1221800,1224000,1223700,1224100,1227400,1234100,1244900,1260000,1277300,1296500,1319500,1345400,1371800,1396900,1418000,1434200,1446400,1455600,1463200,1469200,1472100,1471600,1469600,1467900,1468400,1472000,1478000,1485700,1494000,1501800,1510700,1522000,1533900,1543500,1548400,1548900,1547800,1547000,1545500,1542700,1538000,1530100,1519700,1507800,1494700,1480800,1465100,1447300,1430000,1414500,1401400,1392000,1385800,1380100,1375900,1373400,1370300,1363500,1350900,1334300,1317900,1306800,1303100,1304600,1307400,1309900,1313700,1319300,1328700,1331700,1329100,1331500,1336400,1336000,1332700,1329100,1327600,1326500,1320500,1316700,1312700,1304900,1304900,1311600,1319400,1326000,1329500,1328100,1326900,1330800,1335200,1324200,1310000,1322100,1355100,1383900,1405600,1428000,1451000,1477900,1503300,1526600,1548100,1572200,1588800,1593400,1592500,1606100,1632500,1658800,1683300,1702800,1714400,1722100,1737500,1757800,1781900,1805000,1823200,1836000,1846700,1860700,1875000,1888000,1902600,1923100,1944200,1971900,2005200,2048700,2100700,2150000,2189500,2224600,2257000,2285700,2307600,2315200,2313000,2313100,2323800,2339600,2350500,2357600,2358700,2353100,2351900,2363200,2378800,2397100,2425400,2463900,2499700,2521800,2535900,2543600,2546900,2554100,2575600,2608600,2645800,2682100,2720900,2750800,2784300,2828200,2857800,2870000,2894800,2913200,2892600,2866300,2880500,2904800,2899800,2880100,2859600,2823100,2776500,2735400
270133,"Lynnhurst","Minneapolis","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",823,265400,267000,268500,270200,271800,273300,274800,276000,277600,279400,280800,281700,282500,283300,284000,284800,285500,286200,286800,287400,288300,289700,290800,291600,292600,293800,295100,296700,298500,300500,302700,305100,308000,311400,314700,317900,321400,325100,329100,333400,337800,342400,347200,352100,357400,363200,368900,374200,379800,385400,391300,397400,403500,409600,415700,421800,428200,434800,441200,447300,453600,460000,466500,473300,480100,486700,493300,499700,506000,512400,518700,524600,530400,536200,542100,548300,554400,560500,566400,572700,578600,583100,586700,590400,593800,596300,597300,596400,594400,592900,592500,593100,594800,597700,602000,607600,613700,619500,625500,631900,638500,645100,652000,659300,667100,674900,681700,687400,692500,697200,701600,706000,710100,713800,716900,719200,721400,724000,726400,729200,732400,735200,736600,736900,736100,735200,734100,733100,733000,733500,733200,732700,732400,731300,728700,726000,724400,724300,724400,723800,722100,719400,715800,713500,712300,710500,706700,701900,697500,694400,691600,690000,690300,691600,691800,692200,692200,688800,685000,687600,696200,705800,712900,717700,718900,713600,714700,715200,707800,700400,700000,697800,694900,689400,686000,682400,677500,674000,665100,652700,648500,650400,653700,653300,646500,642400,643400,643600,642900,642300,642200,644100,647100,654800,663600,671900,675800,674900,671000,668900,669000,674800,681600,683300,678700,674000,672300,673100,677800,687000,695200,700100,701800,699200,699100,704800,713800,719800,727900,739400,749900,751900,750400,749000,747300,750300,755900,761400,764300,764600,756600,746100,737200,732300,729400,730400,732000,730200,727600,727200,730000,736000,737000,731300,728300,727400,723300,718000,718500,722300,724500,724600,727400,730600,736200,744600,751500,758800,770600,785800,801900,814400,819400,820000,819300,815000,809000,808500,813200,811300,801800,795300,793800,794100,798000,812500,826900
269529,"East End","Boise","ID","Boise City","Ada County",824,229000,230700,232500,234500,236700,239000,241500,244300,247600,251200,254800,258400,262400,266600,271000,275500,280100,284700,289300,293900,298700,303500,307900,311900,315800,319600,323400,327100,330600,334100,337500,341000,344900,348700,352300,355700,359100,362400,365800,369300,372600,375800,379000,382300,385900,389400,392600,395300,397900,400300,402700,405000,407100,409100,411000,412900,415200,417300,419200,420700,422100,423300,424500,425800,426900,427900,428700,429700,430900,432000,432700,433100,433200,433200,433300,433400,433300,433100,433100,432000,430400,430000,431100,432000,432500,432400,431400,429500,426800,423900,421100,419200,418100,417700,417900,418900,420400,422100,423800,424900,425000,424100,422400,420900,420600,421500,423800,427500,432700,438700,445300,453600,464600,479500,497200,515000,530800,542800,551300,559500,569900,581800,593600,603600,610000,611700,609800,607000,605200,602600,597000,588600,578200,565600,552400,541400,534200,530100,527100,524700,523600,522900,522400,522500,523200,521600,517400,511900,506400,501000,495400,489800,485600,481700,477100,472800,469900,465900,461800,459900,461100,463200,464400,464800,459800,455700,458200,459500,452600,448100,448900,449100,446000,441900,439000,436500,437200,439400,439200,438800,442000,446800,450300,451700,450900,450100,451500,453800,454900,456600,460100,462200,463400,467100,472500,479500,486200,491300,495400,500800,504500,504000,502500,505000,508200,507800,506600,507000,508600,509100,506800,504600,505800,507700,508900,511000,514600,516300,517300,518300,519800,522000,523500,520000,517200,519700,522900,524100,526100,529000,529100,528100,529600,532400,536700,544200,552400,556700,557100,558100,564700,576000,587900,597500,603400,609100,612800,612900,612200,613000,615400,617300,615300,610600,609500,614700,621000,624300,629300,641500,649900,652300,653800,658700,667600,682700,696400,704200,710500,719400,733400,746500,761900,778600,796800,810300,819200
268241,"La Sierra Hills","Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",825,161100,161000,160900,160700,160700,160700,160800,161000,161500,162200,162800,163200,163600,163900,164200,164500,164800,165200,165800,166600,167500,168700,169800,170800,171700,172500,173300,174100,175000,176000,177100,178400,179800,181300,182600,183800,184700,185400,186000,186500,187000,187600,188400,189300,190500,191800,193100,194400,195600,196700,197800,198900,200200,201700,203600,205800,208300,211100,213900,216700,219300,221800,224200,226500,228900,231600,234500,237800,241200,244800,248400,251900,255000,257800,260100,262400,264900,267700,270800,274500,279200,284600,289800,294700,299600,304400,309400,314300,319000,323600,328200,332500,336200,339500,343200,348200,355500,365000,376600,389400,402100,413700,424100,432900,440400,447400,454000,460600,467300,474200,481800,489300,496400,503000,509500,515500,521100,526100,530800,534900,538700,542200,545200,546000,544300,541500,538700,536200,534400,533600,532700,530400,527600,525400,523300,520000,515000,508700,501300,492700,483900,475600,466500,454400,440300,426500,413500,401400,390700,380900,371400,361800,352200,343800,335400,325200,314400,304200,296100,291800,290900,291500,292800,293600,294300,295600,295500,297800,304300,309700,308300,306500,307400,308800,308400,308400,308700,306000,303200,302900,301800,298200,295000,289200,279800,270300,262300,256800,251900,247500,246600,248600,249200,249800,253100,257500,262400,268600,276200,283900,293800,304900,315500,323400,329800,336800,344300,350700,355000,357400,361100,365100,366400,367700,368600,368400,371400,377000,379600,381400,385500,390200,393800,396100,395700,393900,393800,394600,393000,390900,390500,391000,391100,392900,394500,396300,400700,405200,405700,404400,406000,409000,415500,422200,425400,426300,430400,435400,436400,434400,432200,432600,434800,438500,442000,448100,456000,463000,465100,462500,459900,462300,467600,469200,468400,471300,476100,478400,481300,482600,480100,477000,479300,486200,492700,496700,499300
269565,"Winstead Park","Boise","ID","Boise City","Ada County",826,122700,123100,123600,124200,124700,125300,125800,126500,127200,127900,128600,129300,129900,130600,131300,132100,132700,133400,133900,134500,135000,135500,135900,136300,136500,136700,137000,137100,137300,137400,137400,137400,137500,137600,137500,137500,137400,137400,137300,137300,137300,137200,137200,137200,137300,137400,137500,137600,137700,137900,138100,138400,138600,138900,139100,139400,139700,140100,140300,140600,140700,140900,141200,141400,141500,141500,141600,141700,141800,141900,142000,142000,142000,142100,142100,142200,142300,142300,142300,142300,142400,143200,144300,145500,146500,147100,147200,147000,146700,146500,146500,146700,146900,147200,147500,147700,148000,148300,148700,149000,149200,149400,149500,149800,150100,150600,151000,151700,152700,154400,156800,160200,164800,170800,177800,184700,190600,195000,198300,201600,205400,209500,213300,216500,218500,218800,218200,217600,217900,219300,221500,224400,227100,228400,228900,229600,230600,231300,231500,231100,230400,229500,228300,227700,227400,226200,224100,221800,219400,217000,214900,213000,211200,209200,206700,204600,202700,200400,197800,195900,194100,192300,190800,189600,188900,188500,188700,186100,181100,178200,177600,175800,173800,172400,171100,169700,168100,166700,165200,163400,161600,159900,158200,156500,154800,153400,152300,151400,150000,149400,149700,150300,150900,152200,153400,154700,156300,158000,160000,162200,163900,164700,165400,167700,171600,175300,178300,181000,183400,184300,184300,184200,185200,186200,187400,189700,191100,190600,190200,191200,192800,193900,193700,193700,195100,197400,200000,201100,201900,203100,204900,206200,207400,208600,211700,214900,217000,217900,217000,217000,221200,227000,230300,232800,235500,237500,238700,240800,243600,245800,247300,248500,248700,248700,249800,251900,255100,261200,265000,264700,264200,265700,266800,269500,273100,277400,281700,286800,290600,293400,299400,307000,311600,315400,321300,324500,323900
761367,"Greenbrier Cloverdale","Lakewood","CO","Denver-Aurora-Lakewood","Jefferson County",827,121300,121500,121800,122000,122200,122500,122900,123200,123700,124300,124800,125200,125700,126100,126500,127000,127500,128100,128700,129300,130100,130900,131700,132400,133200,133900,134700,135600,136500,137500,138600,139800,141100,142500,143900,145200,146600,148000,149400,150900,152500,154100,155800,157500,159400,161300,163100,164800,166500,168200,169800,171500,173200,174900,176600,178400,180100,181800,183300,184700,186000,187300,188400,189600,190800,191900,193100,194200,195400,196400,197400,198200,198900,199500,200100,200700,201400,202100,202900,203400,203400,203300,203600,204100,204600,205000,205600,206200,206800,207700,208600,209500,210300,210900,211400,212000,212700,213400,214100,214400,214200,213700,212900,212300,212100,212100,212400,212900,213600,214300,214900,215300,215500,215800,216200,216700,217200,217600,217600,217500,217400,217600,218000,218100,217600,216900,216000,215300,215000,215100,215500,215600,215500,215500,215200,214300,212800,211000,209200,207400,205600,203700,201700,199200,196400,193800,191700,190000,188800,188100,187600,187300,187200,187200,187100,186500,185600,184700,184600,185900,188000,190100,192300,194300,196000,197400,198100,198700,198700,197400,195200,192900,191000,189600,187800,185600,183400,181000,179500,179300,179600,178300,175900,174700,175300,175800,176100,176900,178300,179200,179200,178900,180200,184300,189000,191700,192600,193700,195300,195500,194700,194300,195700,198200,201400,204500,207800,210800,212800,213500,214300,216200,218600,221100,223100,224700,225700,227000,228600,230200,232600,235600,238200,240500,243500,246800,249900,252800,255800,259200,263200,267500,271900,276100,279400,282400,285500,288100,290300,293300,297000,299800,302200,305000,308700,312500,316000,319400,322500,325900,330200,334600,337300,339000,341300,343600,344800,345600,347500,351000,355100,359100,362200,364400,365800,366800,367700,368100,367600,368400,371900,375100,376200,378000,381100,381400,378800
738005,"Kaseberg-Kingswood","Roseville","CA","Sacramento--Roseville--Arden-Arcade","Placer County",828,194300,193500,192700,191800,190900,190100,189400,188800,188500,188600,188900,189200,189600,190200,190900,191600,192400,193300,194400,195600,197100,198800,200700,202500,204500,206400,208300,210200,212000,213700,215600,217500,219500,221800,224200,226500,228800,231100,233300,235300,237200,239000,240900,242700,244700,247000,249400,251800,254200,256600,259100,261400,263800,266300,269100,271900,275000,278300,282100,285900,289900,293800,297600,301300,305000,308600,312400,316300,320300,324600,329200,334100,338900,343500,348000,352200,356300,360400,364300,369800,375600,378800,378600,376700,374100,371800,371000,372500,375900,380600,385600,390500,395600,402000,410000,419600,430100,440400,450400,460100,470000,480400,491100,500900,509600,517400,524400,531200,538900,547100,555200,561700,565700,567400,567400,566300,564800,563600,562400,561100,559300,556900,553100,547600,540400,532600,524800,517600,511600,507300,504300,501900,500000,498100,495100,491100,486700,482600,477700,471400,463800,456100,448100,439600,430800,422200,413700,405300,397600,390900,384300,377600,370900,365000,359300,353100,346000,338500,331700,327400,325400,324800,325000,325500,325700,326000,327700,328700,325600,321300,319200,317500,313400,306500,299100,292000,286300,282100,279000,274300,270600,268600,267500,266300,266700,270300,278700,288600,294900,296500,296800,300200,306200,310300,312600,315400,317900,317300,313900,312400,315700,320100,322300,326100,332600,342700,356000,369200,379200,387300,393200,396300,398200,400200,403100,405700,411500,417600,417700,414900,417000,420800,422200,422100,423000,425700,429700,433000,435100,438000,442400,447000,450600,455000,458500,461400,464000,468200,472100,475500,475200,473500,471000,468500,466900,467400,467600,468400,469700,470000,471100,474200,478000,479900,479400,479200,482600,488100,494800,499600,501600,506500,517300,525800,527100,526700,529600,533400,532100,529600,530600,534700,539700,543400,540700,536400,534700
115657,"Riviera","Redondo Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",829,444600,448600,452800,456900,461200,465600,470300,474900,480200,486000,491200,495500,499700,503700,507700,511600,515700,519800,524200,528500,533400,538800,543700,547400,551000,554300,557500,560700,564000,567400,571100,574800,579400,584500,589300,593300,597200,601100,605100,609500,614100,619100,624500,630000,636300,643200,649800,655400,660700,665800,670900,676200,681700,687400,693700,700100,707000,714600,722000,728500,734500,740300,746100,752100,758500,765400,773000,781000,789800,799300,809000,818200,827000,835500,844200,853500,863200,873700,884400,899200,917600,934900,950400,968500,988800,1010000,1031000,1050500,1067600,1082400,1096600,1111000,1126600,1145000,1166800,1191400,1217500,1243000,1266600,1287800,1307400,1327000,1346800,1364100,1377900,1388800,1397100,1403300,1409700,1418000,1430900,1448900,1469900,1491500,1510900,1525300,1535600,1543900,1551400,1560100,1569800,1578500,1585600,1590300,1591400,1590000,1586500,1581000,1576300,1571700,1564000,1552800,1538500,1522300,1507500,1493900,1478400,1462600,1447500,1433500,1423000,1414100,1403400,1391400,1376200,1357300,1339400,1324500,1311000,1299600,1289300,1279700,1273500,1268300,1259400,1247000,1231600,1213600,1201800,1199200,1201500,1207300,1215900,1224600,1227500,1230300,1234600,1232800,1237000,1260400,1286700,1293600,1292800,1289200,1291400,1297000,1302200,1302500,1302900,1305300,1307500,1303500,1298400,1295500,1285600,1271600,1265500,1262700,1253500,1247700,1250000,1257300,1261800,1271300,1266700,1252600,1241200,1245000,1252900,1269700,1292000,1313100,1338300,1370600,1408200,1435600,1456200,1497800,1572600,1631000,1644500,1640300,1635900,1623300,1609000,1610500,1621900,1634700,1654500,1666900,1666200,1664500,1667000,1666600,1677700,1703600,1727000,1738600,1744000,1743700,1742000,1748100,1746900,1747900,1760700,1764300,1746700,1738900,1750300,1766800,1778800,1786600,1791000,1784700,1777200,1774100,1768800,1773900,1801800,1816400,1814800,1812900,1814100,1810400,1823600,1853600,1890200,1923100,1956000,1980900,1994000,2022000,2063100,2095700,2097500,2098500,2111000,2121600,2122800,2134300,2154800,2167500,2183200,2189100,2161200,2119800,2101600
