"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"The Heights","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1800,1900,1900,1775,1975,1725,1672.5,1737.5,1700,1775,1800,1987.5,1912.5,1925,2000,2000,2000,2100,2125,2100,2100,2100,2125,2000,2100,2125,2200,2150,2100,2125,2150,1975,2100,2150,2150,2100,2200,2250,2200,2200,2300,2300,2250,2100,2100,2200,2200,2200,2200,2150,2150,2200,2300,2300,2200,2150,2200,2195,2100,2200,2200
"Roxbury","Boston","MA","Boston-Cambridge-Newton","Suffolk County",99,,,,,,,,1595,1575,1562.5,1595,1595,1625,1637.5,1675,1800,1800,1825,1750,1850,1800,1800,1800,1900,1800,1800,1800,1800,1950,1962.5,2000,2100,1800,1825,1850,1900,1900,2100,2100,2150,2200,2200,2200,2100,2100,2095,2195,2195,2400,2400,2450,2450,2400,2400,2400,2400,2400,2200,2200,2400,2480,2625,2625,2575,2600,2600,2500,2500,2475,2350,2200,2300,2700,2700,2700,2700,2600,2600,2550,2500,2450,2400,2500,2600,2750,2800,2825,2750,2750,2800,2795,2750,2695,2500,2700,2800,2850,2937.5,2925,2950
"Lone Mountain","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",100,,,,,1100,1100,1150,1100,1100,1100,1075,1075,1095,1050,1050,1095,1100,1100,1100,1100,1095,1075,1050,1050,1050,1050,1075,1100,1095,1125,1100,1100,1095,1095,1100,1100,1100,1100,1100,1100,1100,1150,1175,1175,1150,1150,1185,1150,1100,1150,1150,1195,1195,1150,1195,1195,1195,1195,1195,1195,1195,1195,1197.5,1200,1200,1200,1220,1200,1195,1175,1200,1207.5,1200,1250,1267,1279,1295,1295,1295,1295,1295,1299,1300,1299.5,1300,1295,1300,1350,1350,1365,1365,1400,1397,1395,1395,1417.5,1445,1466.5,1450,1449.5
"Albany Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",101,,,,,,,,,,,,,,,,,,1425,1400,1450,1300,1300,1300,1350,1350,1375,1497.5,1350,1400,1350,1450,1600,1550,1425,1365,1475,1475,1500,1497.5,1500,1500,1500,1550,1500,1550,1500,1425,1425,1425,1495,1495,1575,1600,1600,1600,1650,1637.5,1600,1550,1500,1500,1500,1550,1550,1650,1650,1600,1650,1600,1600,1600,1595,1595,1600,1600,1695,1637.5,1650,1650,1650,1645,1612.5,1600,1600,1700,1750,1750,1750,1735,1700,1692.5,1700,1750,1795,1750,1800,1700,1663,1700,1725
"Encanto","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1902.5,1872.5,1760,1800,1730,1972.5,1787,1619,1649,1723,1875,1875,1875,1875
"Uptown","Chicago","IL","Chicago-Naperville-Elgin","Cook County",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2050,2100,2200,2262.5,2200,2200,2150,2100,2087.5,1995,2000,2000,2000,2000,2195,2150,2100,2100,2150,2150,2100,2095,1995,1950,1995,1950,2100,2175
"Westwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950,5500,5290,5875,5950,5950,5892.5,5600,5700,5950,5600,6500,6400,6150,6347,6172.5,6175,6250,6257.5,6125,6500,5995,5995,6055,7100,6650,6650
"Raleigh","Memphis","TN","Memphis","Shelby County",105,,,,,,,,,850,795,750,750,762.5,795,797.5,797.5,862.5,835,795,795,760,750,750,780,795,795,790,775,775,795,800,800,800,795,812.5,825,825,825,825,825,795,795,795,795,795,795,800,825,797.5,795,795,795,800,799.5,825,795,795,795,775,795,795,825,850,825,825,850,875,850,850,850,875,895,860,850,795,775,795,825,850,850,850,850,850,825,825,850,850,862.5,880,895,895,895,895,875,875,850,850,850,850,875
"Kempsville","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",106,1200,1250,1250,1250,1325,1300,1300,1250,1250,1250,1250,1200,1250,1250,1295,1295,1295,1275,1275,1275,1295,1295,1295,1262.5,1295,1275,1270,1299,1295,1295,1275,1250,1250,1250,1250,1285,1250,1250,1250,1257.5,1295,1295,1295,1260,1285,1295,1300,1300,1297.5,1295,1297.5,1300,1350,1304.5,1300,1300,1297.5,1300,1295,1295,1275,1250,1247.5,1250,1295,1295,1300,1295,1300,1295,1310,1300,1275,1295,1295,1300,1275,1295,1295,1295,1297.5,1295,1295,1295,1295,1295,1295,1300,1317.5,1300,1312.5,1300,1307.5,1370,1350,1400,1313.5,1300,1325,1350
"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook County",107,,,1995,2000,2000,2100,2100,2100,2100,2100,2050,1995,2000,2100,2200,2275,2245,2350,2245,2275,2400,2400,2400,2400,2372.5,2395,2200,2350,2450,2500,2500,2400,2450,2350,2295,2325,2450,2500,2550,2550,2550,2545,2450,2400,2400,2395,2400,2495,2400,2400,2375,2450,2550,2595,2575,2495,2450,2400,2400,2450,2550,2650,2600,2595,2550,2600,2550,2450,2475,2495,2280,2522.5,2400,2500,2600,2595,2600,2600,2600,2600,2595,2497.5,2495,2485,2500,2595,2650,2700,2600,2595,2515,2475,2400,2400,2395,2372.5,2400,2400,2550,2600
"Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",108,,,1400,1400,1450,1400,1500,1500,1500,1495,1475,1475,1475,1475,1525,1500,1500,1500,1600,1600,1500,1400,1400,1450,1500,1450,1500,1500,1500,1500,1550,1500,1600,1525,1500,1550,1600,1550,1500,1550,1600,1600,1625,1600,1575,1550,1500,1500,1500,1512.5,1550,1600,1600,1600,1600,1600,1600,1585,1600,1500,1600,1550,1595,1602.5,1650,1750,1650,1750,1750,1600,1600,1650,1650,1650,1650,1750,1775,1850,1775,1750,1750,1750,1750,1700,1750,1750,1775,1750,1775,1775,1795,1775,1775,1750,1680,1775,1765,1677.5,1695,1775
"Maspeth","New York","NY","New York-Newark-Jersey City","Queens County",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2250,2200,2200,2300,2400,2300,2300,2300,2300,2375,2200,2400,2450,2300,2300,2300,2300,2300,2300,2400,2400,2300,2299.5,2225,2300,2400,2374.5,2350,2400,2400,2500,2400,2400,2450,2400,2400,2496,2500,2437.5,2400,2400
"Bay Ridge","New York","NY","New York-Newark-Jersey City","Kings County",110,,,,,,,,1875,2000,2200,2000,1950,1875,1850,1900,2000,2100,2047.5,2100,2300,2200,2100,2100,2300,2200,2050,2200,2200,2000,2200,2300,2300,2300,2300,2400,2400,2200,2300,2200,2200,2200,2275,2300,2400,2450,2300,2300,2300,2300,2300,2300,2500,2500,2500,2500,2500,2500,2400,2400,2400,2400,2325,2400,2412.5,2400,2500,2500,2400,2500,2487.5,2500,2500,2500,2500,2400,2400,2475,2500,2500,2450,2500,2500,2447.5,2450,2400,2395,2400,2500,2450,2400,2500,2500,2490,2500,2500,2537.5,2400,2400,2500,2525
"University Heights","New York","NY","New York-Newark-Jersey City","Bronx County",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,1850,1850,1999,2000,2000,2000,2100,2000,2000,2100,2077.5,2055,2000,2150,2150,2150,2195,2100,2150,2100,2100,2095,2050,2150,2125,2175
"Michael Way","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",112,,,,,,,975,985,995,950,950,950,925,925,900,995,1000,975,975,950,950,950,975,962.5,995,975,975,995,995,965,950,982.5,975,950,950,950,950,975,980,975,975,950,975,995,985,995,995,995,995,999,995,997,1000,995,1025,997.5,1050,1000,1025,1025,1000,1000,1000,1100,1150,1125,1020,1100,1100,1100,1095,1000,1095,1100,1100,1100,1110,1150,1195,1150,1150,1172.5,1150,1100,1150,1200,1200,1172.5,1200,1200,1245,1200,1200,1200,1250,1203,1255.5,1200,1289.5,1300
"Greater Uptown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2795,2861,2500,2500,2600,2425,2397.5,2500,2515,2530,2500,2695,2600,2550,2539,2578,2597,2582,2473,2400,2497.5,2439,2445,2370,2430,2300,2250,2425,2283,2447.5,2400,2495,2700,2405,2350,2295,2300,2350,2295,2514.5,2500,2500,2700,2900,2850,2655.5,2799.5,2799,2799,2649,2557.5,2600,2450,2495,2500,2650,2593.5
"Oak Lawn","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3467.5,3300,3195,3195,3200,3033,3350,3491,3450,3374,3346,3330,3198,3100,3078,3300,3250,3400,3401,3300,3195,3250,3300,3215,3252.5,3300,3386
"University City","San Diego","CA","San Diego-Carlsbad","San Diego County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030,3180,3075,2950,3220,3300,3200,3196.5,3190,3049.5,3068,3138,3075,3097.5,3105,3190,3350,3300,3100,3350,3372.5,3100,3235,3431,3451,3420.5,3409,3268
"Hamilton Heights","New York","NY","New York-Newark-Jersey City","New York County",116,,,2350,2350,2400,2450,2450,2400,2262.5,2400,2450,2450,2492.5,2400,2372.5,2399,2450,2397.5,2400,2450,2525,2525,2475,2450,2437.5,2495,2425,2500,2597.5,2700,2700,2700,2750,2750,2700,2650,2600,2500,2500,2595,2790,2800,2990,3000,2970,3000,3000,3000,3000,2800,2725,2697,2800,2965,2900,2995,3000,3000,2800,2797.5,2850,2997.5,2957.5,2992.5,3000,2992.5,2872.5,2900,3000,2895,2992.5,2850,2850,2800,2797.5,2872.5,2995,3000,3000,2979,2932.5,2912.5,2872.5,2800,2800,2825,2900,2995,2935,3000,3000,3000,2997,2933,2839.5,2795,2797.5,2850,2813.5,2900
"Bayside","New York","NY","New York-Newark-Jersey City","Queens County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1975,2100,2200,2300,2300,2200,2200,2199,2200,2200,2200,2300,2300,2400,2400,2300,2300,2300,2300,2275,2250,2300,2300,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2500,2500,2400,2400,2400,2495,2500,2400,2400,2400,2400,2350,2400,2450,2400,2490,2475,2400,2400,2450,2497.5,2500,2500,2500,2500,2500,2495,2500,2500,2400,2400,2395,2495
"Southwest","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1450,1450,1495,1550,1600,1537.5,1562.5,1497.5,1495,1500,1512.5,1550,1512.5,1600,1600,1550,1545,1545,1545,1550,1575,1549,1550,1550,1595,1575,1595,1647.5
"Woodlake - Briarmeadow","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,1459,1495,1487,1564,1625,1550,1575,1625,1600,1750,1650,1800,1750,1795,1750,1750,1750,1750,1695,1744.5,1919.5,1919.5,2000,1850,1800,1750,1819.5,1688,1550,1812,1900,1612.5,1540,1400,1650,1650,1728,1850,1872.5,2000,1955,1955,1853.5,1800,1849.5,1800,1795,1895,1950,1950,1960,1950,1892.5,1950,1900,1895,1920,1960,1925,1978,1927.5,1797.5
"Summerlin North","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",120,,,,,1425,1350,1350,1395,1350,1350,1300,1350,1325,1350,1312.5,1295,1300,1350,1350,1350,1300,1295,1299.5,1300,1311.5,1350,1350,1377.5,1350,1350,1350,1350,1350,1350,1350,1362.5,1350,1350,1300,1350,1395,1395,1385,1375,1400,1395,1395,1397.5,1395,1450,1400,1450,1400,1400,1395,1439,1400,1401.5,1400,1400,1409,1450,1450,1495,1400,1500,1450,1447.5,1450,1450,1450,1435,1475,1495,1502,1525,1525,1595,1595,1595,1550,1500,1500,1595,1550,1550,1550,1600,1600,1600,1600,1650,1650,1700,1740,1700,1700,1750,1750,1782.5
"Lake Balboa","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2907.5,2975,2850,2950,2995,2995,3000,2995,3000,2985,3000,3074.5
"Memorial","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369,2235,2265,2350,2245,2235,2365,2423.5,2256.5,2365,2300,2147.5,2095,2400,2500,2500,2499,2365,2499,2499,2300,2499,2450,2425,2450,2300,2300
"Encino","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,3375,3300,3672.5,3672.5,3799,3650,3599,3700,3700,3990,3950,3755,3597.5,3680,4100,4100,3700,3656,3900,3600,3600,3800,3925,3475,3800,4297.5,3999
"Greenville","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1500,1500,1500,1500,1500,1600,1550,1600,1650,1700,1650,1600,1700,1700,1650,1650,1649,1595,1595,1650,1700,1750,1700,1712.5,1712.5,1700,1649.5,1649,1650,1662,1674
"Chelsea","New York","NY","New York-Newark-Jersey City","New York County",125,,,,,,,,,,,,,4497.5,4797.5,4800,4925,4850,4990,5000,5000,5000,5000,5000,5100,5000,5000,5100,5197.5,5250,5290,5295,5295,5295,5101,5297,5300,5000,5000,5250,5395,5495,5595,5600,5500,5500,5400,5500,5500,5400,5497.5,5095,5500,5600,5772.5,5772.5,5600,5600,5875,5600,5747.5,5764.5,5700,5600,5600,5750,5500,5075,5374.5,4992.5,5400,5092,5138,4997.5,5025,5101,5300,5700,5697.5,5692.5,5500,5500,5492.5,5445,5495,5578,5597.5,5567,5595,5797.5,5562.5,5500,5770,5600,5995,5775,5500,5425,5600,5500,5534
"Fordham","New York","NY","New York-Newark-Jersey City","Bronx County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2193,2100,2050,2075,2100,2100,2250,2295,2297.5,2300,2281,2200,2199.5,2200,2200,2200,2200
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",127,,,,,,,,1050,1000,955,1000,1000,975,962.5,950,1000,1050,1100,1100,1100,1200,1100,1000,1015,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1075,1100,1100,1100,1100,1100,1100,1150,1100,1125,1100,1100,1100,1100,1125,1150,1135,1100,1150,1150,1150,1150,1150,1195,1150,1150,1150,1150,1150,1150,1150,1150,1150,1195,1150,1137.5,1150,1200,1200,1200,1200,1195,1150,1200,1150,1200,1200,1175,1150,1200,1200,1200,1162.5,1175,1175,1200,1150,1150,1150,1200,1150,1200,1192.5,1150,1200
"Mid City West","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350,4500,4950,5149,5249,5375,5159,4829.5,4824,4647.5,4795,4950,5500,5839,5489,5469.5,5834,5450,5500,5476,5600,5674,5995,5500,5497,5500,5500,5695,5930
"Briargate","Colorado Springs","CO","Colorado Springs","El Paso County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548,1595,1607,1695,1700,1697.5,1695,1700,1600,1595,1600,1595,1600,1725,1700,1750,1725,1685,1695,1785,1786.5,1797.5,1757.5,1850,1870,1905
"Jamaica Plain","Boston","MA","Boston-Cambridge-Newton","Suffolk County",130,,,,,,,,,,,,,,2200,2200,2200,2200,2275,2400,2400,2350,2397,2300,2500,2475,2400,2400,2400,2400,2500,2500,2500,2400,2400,2300,2400,2500,2500,2500,2500,2600,2600,2600,2500,2450,2495,2472.5,2500,2800,2700,2700,2700,2800,2750,2700,2600,2600,2495,2475,2600,2650,2795,2800,2800,2800,2800,2750,2775,2700,2600,2450,2600,2850,2895,2900,2895,2900,2900,2900,2800,2750,2800,3000,3125,3100,3000,3000,3000,3000,3000,2900,2850,2800,2750,2900,3000,3075,3100,3150,3195
"Carmel Valley","San Diego","CA","San Diego-Carlsbad","San Diego County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2800,2795,2900,2995,2915,2975,2975,2995,3015,2967.5,2995,3000,2952.5,2845,2835,2900,2950,3000,3040,3170,3085,2905,3000,3000,3150,3257.5,3217.5,3197.5,3195,3200,3105,3005,3245,3102.5,3200,3230,3056,3172.5,3195,3225,3400,3445,3385,3300,3295,3331,3364,3370,3400,3400,3350,3350,3400,3450,3455,3500,3450,3400,3400,3400,3570,3595,3527.5,3500,3500
"Greenwich Village","New York","NY","New York-Newark-Jersey City","New York County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,6500,6000,6250,5995,5897.5,6295,6295,6000,6000,6000,6000,5997.5,6000,5995,5995,5997.5,5650,5800,5800,5000,5747.5,5995,5500,5500,5862.5,6000
"Englewood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",133,,,,,,,1050,1100,1100,1050,1100,1100,1075,1100,1000,1100,1100,1100,1100,1100,1100,1100,1050,1050,1050,1100,1100,990,1000,1000,1100,1050,1050,1050,1000,1000,1025,1050,1050,1050,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1012.5,1100,1100,1100,1100,1100,1100,1100,1100,1075,1100,1100,1100,1100,1100,1150,1000,1100,1100,1100,1050,1100,1100,1062.5,1100,1075,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1150,1150,1150,1100,1100,1150,1150,1150,1175,1200
"East Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",134,,,,,,,,,,,,,,,,,,,,,,,,,1650,1600,1700,1900,1950,2030,2200,2350,2350,2100,2080,1950,2000,2000,2000,2080,2200,2200,2200,2100,2100,2100,2100,2100,2200,2200,2275,2300,2300,2300,2300,2250,2200,2200,2225,2200,2325,2400,2350,2300,2300,2400,2300,2350,2300,2225,2325,2500,2450,2449.5,2450,2450,2500,2500,2500,2500,2450,2400,2400,2400,2600,2600,2600,2600,2595,2600,2595,2600,2700,2700,2700,2525,2700,2700,2700,2700
"Salem","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1395,1397.5,1400,1412.5,1425,1495,1450,1450,1425,1400,1400,1495,1400,1400,1395,1400,1495,1450,1495,1495,1495,1500,1550,1460,1487.5,1497.5,1500,1525
"Jefferson Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1800,1750,1650,1500,1500,1500,1500,1500,1500,1550,1587.5,1600,1700,1750,1800,1600,1600,1574.5,1600,1600,1550,1550,1750,1600,1600
"Briarforest Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1559,1645,1450,1600,1660,1695,1750,1777.5,1650,1552.5,1597.5,1510,1659,1700,1510,1660
"Rancho Bernardo","San Diego","CA","San Diego-Carlsbad","San Diego County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2300,2350,2395,2550,2550,2495,2600,2600,2600,2550,2597.5,2506,2600,2600,2650,2675,2695,2600,2700,2697.5,2600,2550,2595,2595,2600,2600,2600,2650
"Portage Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1712.5,1725,1737.5,1700,1600,1500,1549,1600,1669.5,1700,1625,1600,1600,1525
"Oak Forest - Garden Oaks","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753,1972.5,1900,1850,1800,1800,1771.5,1755,1725,1771.5,1783,1799,1795,1799,1800,1879,1837.5,1796.5,1716.5,1799,1800,1800,1796.5,1775,1750,1862.5,1850,1850,1800,1760,1841.5,1760,1798,1783,1695,1683,1730,1760,1777.5,1800,1795,1725,1700,1796.5,1800,1775,1735,1794,1790,1780,1775,1798.5,1796.5,1850,1810,1800,1795,1750,1750,1755,1850
"Brighton","Boston","MA","Boston-Cambridge-Newton","Suffolk County",141,,2050,2125,2150,2150,2100,2100,2150,2250,2250,2200,2250,2200,2200,2300,2300,2300,2300,2300,2300,2349,2325,2350,2395,2400,2400,2400,2400,2400,2400,2400,2400,2400,2482.5,2500,2475,2450,2500,2525,2550,2550,2550,2550,2500,2500,2400,2492.5,2495,2500,2500,2520,2550,2550,2595,2595,2500,2500,2500,2500,2500,2600,2600,2699,2650,2699,2672.5,2670,2650,2600,2600,2500,2500,2650,2700,2730,2790,2800,2800,2775,2750,2700,2700,2700,2700,2775,2800,2850,2850,2850,2800,2800,2700,2700,2700,2700,2700,2750,2760,2800,2850
"North Cheyenne","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,1195,1172.5,1197,1250,1250,1250,1250,1279,1250,1225,1250,1250,1295,1295,1295,1250,1295,1275,1345,1300,1357.5,1312.5,1325,1322.5,1300,1400,1375,1437.5,1460,1462.5
"Coral Way","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2700,2800,2850,2950,3000,2725,2750,2925,2600,2600,2750,2850,2900,2975,2950,2900,2950,2950,2950,3000,3150,3037.5,3247,3150,3000,2852.5,3000
"Greater Heights","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",144,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2400,2318.5,2200,2372.5,2395,2395,2425,2750,2747.5,2400,2395,2625,2395,2500,2547.5,2600,2825,2800,2787.5,2675,2550,2700,2625,2750,2825,2850,2900,2900,2797.5,2797.5,2795,2775,2800,2700,2600,2750,2700,2700,2700,2799,2850,2625,2650,2625,2695,2825,2572.5,2550,2600,2600,2495,2500,2500,2600,2600,2600,2600,2500,2500,2500,2500,2500,2500,2600,2700,2730,2775,2779.5,2700,2600,2500,2600,2650,2500,2700,2700
"River Oaks-Kirby-Balmoral","Memphis","TN","Memphis","Shelby County",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,1095,1195,1225,1195,1250,1237.5,1200,1245,1150,1197.5,1195,1250,1250,1295,1369,1250,1199,1245,1245,1250,1250,1245,1195,1195,1200,1125,1200
"Humboldt Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1600,1700,1695,1675,1650,1575,1500,1585,1725,1800,1885,1725,1750,1750,1697.5,1495,1500,1617.5,1695,1650,1565,1750,1700,1635,1650,1750,1750,1700,1700,1700,1795,1700,1797.5,1799,1767.5,1800,1800,1800,1800,1700,1722.5,1745,1700,1745,1800,1800
"Bridgeport","Chicago","IL","Chicago-Naperville-Elgin","Cook County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1525,1500,1500,1400,1350,1350,1375,1379.5,1400,1390,1495,1487.5,1500,1400,1500,1500,1500,1495,1450,1425,1400,1500,1500
"Morningside Heights","New York","NY","New York-Newark-Jersey City","New York County",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3514.5,3514.5,3514.5,3400,3467.5,3500,3525,3500,3200,3200,3200,3400,3208,3400,3400,3498.5,3437,3500,3500,3500,3595,3500,3587,3385,3208,3370,3500
"Edgewater","Chicago","IL","Chicago-Naperville-Elgin","Cook County",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1887.5,1950,1860,1825,1800,1850,1850,1800,1962.5,1950,1950,1900,1950,2000,2000,2250,2345,2125,2075,1987.5,1950,1900,2075,2100,1995,2195
"Green Valley North","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1295,1344,1325,1385,1322.5,1350,1350,1350,1400,1400,1400,1399,1398,1300,1400,1375,1392.5,1375,1385,1375,1350,1430.5,1416,1415,1415,1353,1450,1450,1497,1490,1490,1481,1475
