"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"East Harlem","New York","NY","New York-Newark-Jersey City","New York County",27,,,,,,,2960,3210,2912.5,2797.5,2797.5,3000,3095,2995,3000,3200,3300,3450,3300,3300,3400,3495,3495,3300,3300,3300,3300,3299,3350,3395,3295,3295,3425,3450,3395,3450,3399,3350,3395,3397,3395,3395,3300,3250,3250,3395,3300,3395,3100,3200,2995,3000,3500,3450,3400,3400,3400,3400,3300,3297.5,3297.5,3300,3450,3497,3400,3450,3300,3450,3500,3495,3500,3450,3450,3450,3300,3300,3450,3425,3347.5,3285,3199,3199,3012.5,3195,3295,3295,3320,3450,3500,3500,3495,3500,3491,3300,3350,3224.5,3450,3450,3400,3395
"North Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",28,,,,,,,,,,,,1772.5,1795,1775,1557,1575,1600,1575,1500,1562.5,1514,1450,1349.5,1466,1347,1415,1500,1573.5,1600,1630,1515,1624.5,1649,1795,1797.5,1605,1694.5,1700,1795,1700,1700,1700,1750,1797.5,1824.5,1797,1792,1850,1812.5,1800,1995,1998,1895,1825,1749,1855,1797.5,1819.5,1884,1889,1879,1800,1699,1784.5,1760,1785,1792.5,1825,1772,1795,1797.5,1785,1795,1845,1839,1800,1797.5,1860,1889,1800,1700,1752,1850,1865,1850,1850,1782,1850,1800,1862.5,1902,1959.5,1975,2012,2000,1950,1875.5,1959,2099.5,2120
"South Mountain","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,1175,1025,1073.5,1200,1200,1048.5,1061,1215,1215,1180.5,1229,1258.5,1270,1240
"Bushwick","New York","NY","New York-Newark-Jersey City","Kings County",30,,,,,,1700,1800,1800,1974.5,1950,1950,1800,1750,1750,1800,1800,1800,2100,2185,2200,2250,2200,2195,2150,2150,2100,2200,2400,2500,2500,2500,2699,2699,2600,2600,2600,2595,2550,2500,2500,2500,2500,2562.5,2650,2675,2600,2600,2600,2700,2700,2700,2699,2690,2700,2800,2800,2800,2800,2800,2800,2799.5,2800,2800,2894,2886,2899,2900,2900,2900,2912.5,2875,2850,2850,2700,2799,2800,2895,2850,2850,2849.5,2775,2749,2700,2654,2700,2695,2750,2800,2850,2850,2800,2841,2795,2749,2695,2645,2650,2690,2750,2800
"East Flatbush","New York","NY","New York-Newark-Jersey City","Kings County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,1900,1993.5,1900,1900,1900,1956,1953,1900,1900,1900,1900,1900,2000,2000,2000,2000,2050,2100,2100,2025,2050,2000,2047.5,2099.5,2095,2095,2000,2000,2000,2100,2097.5,2200,2200,2100,2100,2100,2200,2325,2200,2200,2250,2200,2200,2200,2200,2200,2200,2200,2300,2300,2200,2299,2297,2250,2400,2175,2374.5,2399,2300,2399,2372.5,2325,2395,2400,2400
"Alief","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",32,,,,,,,,,,,,,,,,,,,,1000,995,850,959,920,900,950,962,1044,1100,1100,975,1100,1150,1099,1150,1099,1075,1062.5,1100,1175,1197.5,1150,1165,1200,1200,1200,1200,1160,1170,1200,1224,1225,1200,1250,1200,1212.5,1250,1250,1250,1250,1200,1250,1250,1289,1224.5,1250,1300,1299,1224,1275,1300,1250,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1250,1300,1300,1350,1350,1350,1258,1300,1350,1400,1399,1350,1350,1350,1350,1350,1350,1350
"Corona","New York","NY","New York-Newark-Jersey City","Queens County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705,2600,2480,2500,2500,2500,2500,2525,2500,2500,2500,2500,2500,2500,2525,2525,2550,2537.5,2557.5,2500,2682.5,2645,2600,2500,2600,2600,2537.5,2637.5,2600,2700,2605
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",34,,,,,,995,995,1112.5,999,995,962.5,972.5,1060,1100,1100,1095,1097.5,1030,1000,895,957.5,897.5,850,850,807.5,850,875,880,950,950,900,895,950,950,895,895,895,825,800,800,875,895,862.5,875,875,875,900,895,895,875,875,895,895,850,850,875,870,875,895,920,900,885,895,925,975,912,925,950,975,950,1025,925,895,895,950,925,975,975,950,895,900,897.5,925,900,895,875,900,895,925,925,900,925,950,962.5,950,950,985,995,975,1035
"Concourse","New York","NY","New York-Newark-Jersey City","Bronx County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,1950,2100,1950,2185,2193,2193,2193,2100,2100,2200,2300,2206,2200,2200,2100,2199,2200,2200,2225,2200,2250
"Bullard","Fresno","CA","Fresno","Fresno County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1495,1550,1450,1485,1450,1395,1495,1429.5,1450,1450,1441,1450,1435,1450,1495,1475,1475,1425,1410,1420,1462.5,1495,1495,1425
"Southwest Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1299.5,1397,1332.5,1363.5,1350,1350,1325,1350,1350,1350,1400,1345,1425,1412,1445,1395,1450,1450,1450,1445,1445,1452.5,1495,1500,1497.5,1492.5,1585
"Bensonhurst","New York","NY","New York-Newark-Jersey City","Kings County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,2000,1900,1800,1875,1800,1800,1800,1900,2000,1900,2000,1997.5,1900,1990,2100,2250,2100,2000,2100,2195,2200,2200,2100,2200,2125,2100,2100,2100,2100,2000,2000,2100,2100,2150,2200,2200,2150,2200,2400,2300,2300,2150,2100,2100,2200,2100,2200,2100,2100,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2300,2300,2300,2250,2250,2250,2295,2250
"West San Jose","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047.5,3022,3232,3197.5,3245,3100,3197.5,3400,3600,3597.5,3400,3447.5,3350,3425,3425,3500,3500,3500,3550,3650,3550,3400,3400,3437.5,3389.5,3247.5,3122.5,3200,3250,3425,3500,3800,3797.5,3800,3750,3650,3500,3500,3585,3500,3450,3595,3625,3700,3800,3800,3700,3797.5,3700,3800,3700,3700,3725,3850,3807.5
"East","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",40,,,,,,,995,912.5,900,897.5,895,920,929,950,919,919,919,950,950,950,947.5,925,910,920,959.5,950,950,950,995,990,1000,995,995,999,1050,1050,1075,1095,1075,1075,1100,1095,1150,1100,1100,1137.5,1150,1150,1110,1125,1150,1150,1129,1150,1125,1095,1150,1195,1212.5,1195,1150,1192.5,1170,1225,1292.5,1212.5,1197.5,1240,1195,1230,1215,1197.5,1250,1250,1285,1325,1350,1395,1350,1300,1350,1340,1300,1300,1300,1350,1350,1400,1400,1425,1450,1450,1450,1450,1450,1395,1450,1450,1450,1449
"Blossom Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195,3200,3272.5,3175,3216.5,3200,3249,3274,3184.5,3121,3200,3295,3299.5,3295,3300,3295,3222.5,3315,3230,3125,3100,3192,3100,3200,3268,3279,3397.5,3400
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",42,,,,,,1450,1495,1500,1500,1495,1495,1495,1495,1500,1600,1750,1800,1650,1595,1600,1700,1595,1495,1600,1600,1597.5,1595,1650,1750,1795,1850,1900,1950,1800,1800,1795,1800,1800,1875,1995,1995,1950,1895,1900,1895,1750,1800,1725,1800,1900,1650,1900,1975,2000,1995,1875,1850,1800,1800,1800,1870,1850,1895,1900,1995,2050,1995,2000,2100,1950,1900,1850,1995,1925,1925,2000,2000,2095,2000,1995,1900,1850,1800,1800,1800,1895,2100,2000,2000,2012.5,2000,2000,1900,1850,1850,1895,1900,2050,2100,2100
"Sheepshead Bay","New York","NY","New York-Newark-Jersey City","Kings County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225,2297.5,2300,2000,2000,1925,2000,1850,1900,1900,2000,2175,2300,2300,2300,2200,2000,2200,2200,2200,2150,2200,2100,2249,2300,2380,2380,2397,2300,2300,2100,2100,2100,2000,2300,2250,2300,2000,2300,2300,2500,2300,2300,2100,2100,2100,2299,2300,2400,2450,2450,2300,2250,2375,2375,2300,2375,2400,2350,2350,2350,2399,2500,2495,2497,2400,2400,2400,2400,2500
"Soundview","New York","NY","New York-Newark-Jersey City","Bronx County",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,2200,2200,2200,2050,2200,2250,2225,2200,2300,2250,2300,2250,2300
"Willow Glen","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195,3195,3350,3395,3495,3400,3400,3400,3400,3500,3495,3372.5,3500,3500,3500,3600,3597.5,3600,3650,3700,3700,3700,3774.5,3799.5,3800,3600,3500,3500
"Southeast","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",46,,1297.5,1250,1247.5,1250,1295,1250,1200,1195,1200,1200,1175,1185,1200,1250,1250,1195,1200,1225,1250,1200,1200,1250,1250,1200,1245,1255,1267.5,1275,1295,1288,1275,1250,1250,1250,1250,1250,1212.5,1225,1250,1295,1295,1300,1281,1295,1295,1300,1295,1300,1345,1345,1350,1350,1350,1395,1400,1395,1394,1395,1395,1375,1375,1385,1362.5,1385,1425,1395,1442.5,1395,1450,1387.5,1449,1450,1455,1460,1495,1500,1500,1500,1495,1500,1500,1500,1495,1500,1500,1497.5,1500,1525,1550,1550,1550,1575,1550,1550,1570,1595,1600,1600,1625
