"RegionName","City","State","Metro","CountyName","SizeRank","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"West Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,995,997.5,985,985,1050,1095,1097.5,1150,1100,1000,1100,1095,1000,1075,1050,1075,1075,1095,1095,1050,1000,1080,1137.5,1112.5,1112.5,1100,1100,1100,1050,1050,1125,1125,1125,1200,1200,1150,1150,1300,1300,1300,1350,1250,1100,1250,1112.5,1195,1112.5,1237.5,1300,1250,1175,1300,1300,1325,1325,1325,1325,1325,1275,1250,1250,1220,1250,1275,1275,1325,1312.5,1325,1395,1295,1225,1205,1247,1200,1175,1225,1250,1275,1300
"East Village","New York","NY","New York-Newark-Jersey City","New York County",51,,,,,,,,,,2700,3000,2695,2695,2695,2695,2795,2750,2700,2900,2995,2995,2950,2950,2895,2900,2995,3000,3000,2950,2995,3000,3000,2895,2895,2900,2900,2900,2995,3000,3050,3050,3100,3099,3100,3095,3000,3050,3025,3095,3190,3150,3200,3200,3208,3200,3200,3200,3195,3150,3197.5,3300,3095,3120,3195,3200,3200,3150,3000,3099,3000,3000,3000,3150,3200,3229,3200,3200,3100,3050,3100,2995,2995,3095,3095,3250,3285,3200,3250,3200,3075,3000,2900,2900,2979,3046,2995,3200,3350,3300,3299,3295,3200,3095,3000,3100,3012.5,3094,3150,3300
"South Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1750,1662.5,1650,1650,1735,1750,1677.5,1750,1792.5,1800,1800,1775,1722.5,1795,1700,1750,1700,1795,1900,1900,1900,1822.5,1800,1800,1799,1850,1900,1900,1900,1900,1900,1925,2000,1925,1800,1900,1900,1900,1900,2000,1972.5,2200,2100,2000,1872.5,1950,2100,2000,2125,2100,2050,2200,2250,2250,2300,2200,2200,2200,2200,2200,2300,2300,2200,2250,2300,2300,2350,2400,2400,2350,2275,2194.5,2200,2200,2200,2300
"Park Slope","New York","NY","New York-Newark-Jersey City","Kings County",53,,,,,,,,,,,,1995,2050,2325,2300,2500,2495,2500,2375,2450,2500,2525,2500,2525,2625,2500,2600,2700,2700,2750,2745,2747.5,2700,2720,2750,2675,2687.5,2800,2750,2800,2725,2695,2700,2700,2695,2650,2650,2600,2600,2800,2800,2800,2800,2900,2900,2750,2750,2750,2800,2800,2800,2950,3000,2900,2900,2850,2900,2850,2800,2842,2750,2750,2735,2700,2825,2700,2800,2900,2800,2800,2800,2750,2750,2700,2750,2800,2800,2800,2862.5,2800,2800,2750,2750,2800,2750,2683,2800,2800,2800,2850,2900,2950,2908,2900,2899,2800,2809,2800,2895
"Jackson Heights","New York","NY","New York-Newark-Jersey City","Queens County",54,,,,,,,,,,,,,,,,,,,,,,1537.5,1425,1495,1537.5,1562.5,1575,1550,1575,1525,1575,1650,1700,1662.5,1700,1675,1650,1650,1650,1700,1700,1700,1700,1700,1700,1700,1700,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1750,1775,1750,1750,1750,1800,1800,1812.5,1850,1850,1850,1850,1850,1850,1850,1850,1750,1800,1820,1800,1800,1875,1829.5,1762.5,1900,1800,1800,1775,1800,1750,1800,1800,1850,1800,1797.5,1900,1850,1900,1850,1850,1800,1800,1810,1820,1845,1847,1750,1775,1750,1750,1797.5,1810
"Midtown","Memphis","TN","Memphis","Shelby County",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,625,700,750,775,750,695,695,685,675,685,705,725,700,695,675,675,705,675,675,737.5,737.5,720,750,750,685,750,750,795
"Midwood","New York","NY","New York-Newark-Jersey City","Kings County",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1300,1350,1350,1350,1350,1350,1350,1395,1395,1399.5,1395,1399,1400,1400,1400,1497,1515,1575,1592.5,1515,1450,1475,1500,1550,1575,1550,1550,1700,1600,1550,1650,1700,1700,1700,1750,1800,1800,1850,1850,1700,1800,1850,1700,1735,1725,1700,1700,1787.5,1850,1860,1835.5,1750,1800,1750,1700,1750,1700,1800,1750,1750,1730,1715,1700,1725,1725,1735,1765,1895,1829,1799,1759,1825,1725,1775,1850
"East Elmhurst","New York","NY","New York-Newark-Jersey City","Queens County",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225,2200,2125,2200,2200,2200,2200,2000,2050,2000,1925,2000,2100,2100,2100,2100,2040,2100,2400,2400,2300,2200,2050,2350,2300,2300,2247.5,2300
"Gravesend","New York","NY","New York-Newark-Jersey City","Kings County",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1750,1699.5,1695,1710,1749,1700,1750,1800,1750,1695,1700,1800,1800,1875,1800,1750,1742.5,1750,1750,1750,1800,1800,1775,1800,1850,1820
"Bath Beach","New York","NY","New York-Newark-Jersey City","Kings County",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1500,1400,1450,1450,1397.5,1275,1350,1425,1475,1475,1450,1500,1400,1500,1550,1500,1500,1500,1600,1550,1600,1600,1600,1700,1750,1750,1800,1800,1712.5,1725,1800,1800,1800,1800,1800,1800,1850,1900,1900,1897.5,1900,1895,2050,1800,1850,1850,1845,1895,1900,1850,2025,2000,2000,1950,1900,2000,2000,2000,2025,1987.5,1999,2025,2000,1972.5,2000,2000,2000,2000,1950,1900,1800,1962.5,2000,2000,1995,1795,1712.5,1795
"Valley Glen","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1687.5,1612.5,1625,1590,1592.5,1750,1710,1772.5,1710,1650,1737.5,1735,1650,1695,1657.5,1662.5,1750
"Ozone Park","New York","NY","New York-Newark-Jersey City","Queens County",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1800,1999,1999,2075,2000,2000,2000,2100,2000,2000,2000,2100,2100,2100,2100,1850,1950,2000,2100,2000,1985,2100,2150,2100,1900,2000,2199.5
"Richmond Hill","New York","NY","New York-Newark-Jersey City","Queens County",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1695,1650,1697.5,1650,1600,1790,1700,1700,1800,1900,1800,1800,1700,1662.5,1700,1800,2000,1875,2000,2000,2099,2049.5,1950,1675,1650,1700,1650,1800,1700
"Flatlands","New York","NY","New York-Newark-Jersey City","Kings County",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1975,1874.5,1899,1975,1912.5,1895,1975,1975,2210,2000,1850,1850,2000,2150,2000,2000,2225,2200,2125
"Little Havana","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1590,1600,1525,1550,1580,1550,1580,1550,1580,1650,1577.5,1580,1568,1550,1490,1450,1425,1580,1550,1550,1549,1500,1587.5,1550,1300,1400,1475,1400,1475,1450,1500,1620
"Gramercy","New York","NY","New York-Newark-Jersey City","New York County",65,,,,,,,,,,3300,3300,2800,2797.5,2850,2900,2925,2900,2972.5,2999.5,3000,2980,2995,3000,2995,2995,3150,3150,3200,3200,3200,3200,3197.5,3100,3098.5,3100,3100,3100,3200,3199,3200,3200,3200,3200,3200,3200,3195,3200,3250,3250,3300,3300,3397.5,3350,3350,3300,3356,3388,3300,3350,3300,3300,3300,3255,3300,3295,3300,3295,3295,3295,3250,3295,3280,3290,3300,3300,3295,3300,3300,3300,3300,3295,3250,3300,3295,3350,3350,3299.5,3300,3350,3311.5,3250,3095,3150,3200,3295,3250,3295,3350,3350,3300,3300,3325,3300,3300,3300,3300,3339,3325,3395
"South Austin","Chicago","IL","Chicago-Naperville-Elgin","Cook County",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135,1130,1100,1115,1100,1100,1150,1200,1190,1088,1195,1225,1225,1200,1250,1162.5
"The Heights","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,1725,1900,1695,1825,1800,1850,1900,1850,1800,1900,1900,1900,1800,1800,1850,1900,1850,1717.5,1850,1850,1800,1757.5,1800,1900,1900,1900,1797.5,1750,1750,1737.5,1695
"Tremont","New York","NY","New York-Newark-Jersey City","Bronx County",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.5,1437.5,1375,1525,1400,1499,1600,1550,1625,1650,1700,1700,1700,1697.5,1650,1637.5,1625,1637.5,1612.5,1650,1675,1800,1750,1800,1850,1849.5,1800,1750,1700,1750,1750,1700,1700
"Roxbury","Boston","MA","Boston-Cambridge-Newton","Suffolk County",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1750,1725,1800,1800,1800,1900,2025,2100,1900,1800,1800,1800,1900,1945,1950,2000,2100,2200,2100,2085,2200,2247.5,2200,2100,2000,2200,2272.5,2300,2200,2300,2300,2225,2200,2100,2100,2200,2200,2500,2400,2250,2425,2500,2350,2375,2250,2100,2100,2200,2500,2500,2500,2500,2500,2500,2450,2400,2400,2325,2400,2400,2600,2600,2575,2500,2695,2695,2700,2600,2562.5,2500,2500,2500,2500,2500,2500,2600
"Central City","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,700,797.5,775,680,700,820,820,723.5,680,725,750,775,795,837.5,850,795,850,825,825,795,785,850,850,850,807.5,850,850
"Kensington","New York","NY","New York-Newark-Jersey City","Kings County",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1995,1897.5,1900,2000,2099.5,2115,2000,2100,2130,2295,2299.5,2250,2150,2200,2150,2100,2200,2100,2150,2300,2050,2272.5,2200,2400,2088,2100,2000,1999,1995,2000,2100,2100,2100,2100,2137.5,2000.5,2000,2050,2074.5,1999,1995,2097,2076,2222,2222,2200,2169,2200,2200,2200,2150,2125,2249
"Albany Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.5,1200,1150,1150,1175,1172.5,1050,1095,1162.5,1250,1100,1150,1200,1350,1237.5,1197.5,1200,1200,1225,1250,1250,1200,1150,1000,1150,1250,1250,1225,1237.5,1195,1297,1250,1185,1220,1300,1225,1295,1325,1300,1300,1500,1400,1450,1470,1425,1350,1400,1350,1400,1430,1400,1395,1395,1390,1385,1382.5,1370,1395,1395,1395,1400,1450,1400,1395,1375,1395,1400,1385,1395,1375,1350,1350,1325,1350,1350,1395,1400,1435,1400,1420,1395,1425
"Encanto","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,789,795,825,875,825,850,850,872.5,850,825,850,850,875,850,895,950,850,850,850,850,850,900,950,900,980,925,950,922.5
"Uptown","Chicago","IL","Chicago-Naperville-Elgin","Cook County",74,,,,,,,,,,,,,,,,,,,,,,,,1095,1075,1055,1075,1095,1145,1100,1195,1200,1180,1175,1175,1200,1145,1130,1160,1175,1195,1225,1200,1200,1160,1215,1195,1200,1200,1200,1195,1195,1250,1250,1250,1300,1225,1195,1200,1200,1250,1250,1300,1350,1195,1200,1200,1197,1200,1200,1275,1300,1295,1350,1295,1175,1160,1200,1175,1282.5,1175,1300,1312.5,1300,1325,1312.5,1295,1275,1350,1295,1250,1262.5,1295,1295,1350,1350,1360,1425,1400,1395,1250,1250,1236,1250,1325,1395,1320,1420,1450
"Lake View","Chicago","IL","Chicago-Naperville-Elgin","Cook County",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1595,1600,1600,1645,1750,1720,1650,1700,1735,1850,1850,1750,1795,1700,1700,1680,1699,1775,1800,1795,1750,1775,1695,1695,1745,1712.5,1485,1695,1595,1595,1600,1645,1750,1800,1750,1695,1650,1650,1600,1650,1695,1750,1800,1800,1895,1950,1875,1695,1695,1650,1650,1650,1675,1595,1700,1795
"Bedford Park","New York","NY","New York-Newark-Jersey City","Bronx County",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1293,1285,1294,1297.5,1269,1240.5,1200,1294,1294,1300,1300,1350,1300,1280,1300,1300,1300,1325,1300,1309,1304.5,1300,1385,1395,1450,1450,1450,1450,1450,1425,1400,1450,1400,1425,1450,1450,1475,1525,1475,1450,1495,1450,1500,1500,1500,1550,1550,1575,1585,1585,1600,1600,1600,1650,1660,1600,1600,1595,1600,1625,1575,1600,1625,1700,1662.5,1637.5,1700,1700
"Mott Haven","New York","NY","New York-Newark-Jersey City","Bronx County",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1800,1875,1800,1800,1800,1800,1912.5,1875,1887.5,1950,1925,1950,1995,1999,2100,2250,2197.5,1995,2000,2200,2000,1995,1950,1950,2100,2097.5,2195
"Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",78,,,,,,,,,,,,,,,,,,,,,,,997.5,950,925,950,1000,1025,1025,895,987.5,950,1045,995,1000,1095,1025,1150,1150,1150,1100,975,1000,1000,1025,1000,1025,1050,1050,975,975,995,1000,1000,1025,1050,995,950,975,975,1000,1050,1012.5,1000,1000,995,995,960,950,950,995,1050,1050,985,1025,1075,1150,1100,1075,1058,1180,1195,1125,1100,1100,1150,1136,1125,1100,1100,1195,1150,1125,1125,1125,1175,1250,1215,1175,1245,1250,1250,1200,1150,1125,1195,1150,1195,1195
"Maspeth","New York","NY","New York-Newark-Jersey City","Queens County",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1600,1700,1700,1662.5,1700,1650,1650,1650,1650,1650,1650,1750,1650,1675,1700,1725,1800,1700,1800,1775,1795,1800,1800,1800,1800,1850,1850,1800,1925,2000,2000,1887.5,2000,2000,2000,1950,1950,1900,2000,2100,2125,2000,1950,2200,2000,2075,2100,2095,2050,2200,2150,2099,2150,2200,2200,2195,2195,2100,2195,2100,2100,2150,2200,2200,2200,2100,2200,2150,2175,2176.5,2300,2300,2325,2395,2300
"Bay Ridge","New York","NY","New York-Newark-Jersey City","Kings County",80,,,,,,,,,,,,,,,,,,,,,1475,1450,1500,1550,1500,1500,1525,1462.5,1487.5,1500,1587.5,1560,1525,1525,1550,1650,1600,1600,1550,1600,1600,1600,1600,1600,1650,1650,1600,1600,1650,1750,1700,1750,1750,1800,1800,1800,1775,1750,1750,1750,2000,2100,1950,1800,1850,1912.5,1862.5,1900,1900,1900,1900,1999,1900,1900,2050,2000,2000,2000,1950,1950,2000,2000,2000,1950,1975,1987.5,1987.5,2000,1900,1900,1875,1800,1800,2000,2000,1875,1950,1950,2000,2000,2000,2000,2000,1900,1900,1825,1999,2000,2000
"University Heights","New York","NY","New York-Newark-Jersey City","Bronx County",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5,1485,1450,1450,1450,1485,1450,1475,1495,1495,1495,1495,1500,1550,1572.5,1550,1525,1595,1550,1572.5,1649,1750,1795,1775,1699.5,1725,1700,1649,1649.5,1649,1750,1795,1799.5
"Woodside","New York","NY","New York-Newark-Jersey City","Queens County",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1650,1550,1600,1650,1550,1675,1700,1700,1650,1650,1650,1700,1750,1750,1750,1750,1725,1750,1750,1750,1750,1750,1750,1750,1795,1800,1800,1800,1800,1835,1800,1850,1895,1825,1900,1900,1900,1825,1835,1800,1800,1845,1895,2100,1945,1900,1900,2000,1835,1800,1895,1850,1775,1900,2042.5,2200,2097.5,2065,1900,1900,1795,1800,2000,2000,1985,2000,1775,1850,2000,1850,2050,1975,1875,1835,1850,1900
"Hamilton Heights","New York","NY","New York-Newark-Jersey City","New York County",83,,,,,,,,,,,,,1672.5,1650,1695,1925,1737.5,1750,1795,1850,1922.5,2000,1872.5,1850,1795,1795,1800,1997.5,1950,1900,1950,1995,1995,1950,1950,1900,1995,1999,1995,2000,2100,2200,2200,2150,2150,2198,2175,2150,2150,2200,2250,2350,2350,2100,2225,2350,2300,2254.5,2372.5,2300,2295,2275,2395,2350,2400,2400,2300,2400,2425,2450,2400,2500,2410,2372.5,2300,2300,2350,2400,2375,2495,2300,2437,2426,2395,2400,2400,2465,2450,2400,2500,2400,2350,2399,2350,2400,2500,2525,2400,2400,2500,2520,2597.5,2500,2475,2400,2395,2395,2400,2500
"Bayside","New York","NY","New York-Newark-Jersey City","Queens County",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.5,1775,1750,1700,1775,1800,1775,1800,1800,1800,2100,2100,2000,2075,2000,2100,2100,2000,2000,1950,1995,2000,1900,1995,1950,1900,2000,2000,2100,2200,2200,2170,2200,1995,2000,2150,2150,2075,2100,1900,1895,2047.5,2000,2000,2176,2176,2145,2000,2150,2122.5,2200,2000,2104,2200,2150,2176,2200,2200,2200,2300,2300,2200,2300,2300,2100,2100,2150,2095,2097.5,2000
"Greenville","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1350,1425,1450,1500,1500,1550,1550,1500,1500,1600,1500,1400,1395,1375,1395,1412.5,1545,1550,1550,1495,1500,1495,1500,1437,1400,1450
"Chelsea","New York","NY","New York-Newark-Jersey City","New York County",86,,,,,,,,,,,2562.5,2795,2750,2800,2750,2950,2755,2895,2995,3195,3025,3297.5,3300,3295,3295,3300,3395,3350,3350,3400,3325,3400,3250,3208,3295,3339,3400,3395,3395,3400,3400,3400,3500,3432.5,3495,3450,3435,3500,3500,3500,3550,3575,3495,3595,3599,3595,3645,3625,3600,3595,3606,3650,3595,3600,3550,3647,3600,3395,3400,3400,3450,3495,3495,3540,3505,3497.5,3500,3390,3500,3520.5,3450,3495,3563,3595,3599,3750,3700,3692.5,3650,3697.5,3737.5,3722.5,3635,3695,3697.5,3800,3695,3800,3850,3750,3800,3750,3784,3850,3800,3800,3895,3800,3898
"Fordham","New York","NY","New York-Newark-Jersey City","Bronx County",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1300,1300,1300,1295,1205,1245,1200,1200,1200,1200,1225,1199,1200,1200,1250,1250,1250,1250,1250,1250,1300,1400,1375,1500,1495,1450,1450,1450,1500,1485,1450,1400,1500,1550,1550,1595,1550,1597.5,1485,1550,1550,1600,1625,1650,1650,1650,1625,1600,1597.5,1600,1650,1650,1650,1600,1600,1637.5,1612.5,1700,1700,1725,1773,1837.5,1800,1750,1700,1725,1725,1750,1722.5
"Gresham","Chicago","IL","Chicago-Naperville-Elgin","Cook County",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.5,950,960,900,900,950,900,937.5,925,1000,950,1050,1100,1100,1100,1112.5,1100,1150,1100,1050,1000,1050,1100,1000,1000,1100,1100,1000,1000,980,1054,1150,1100,1075,1000,1044,1007.5,1000,1015,1044,1044,1050,1050,1100,1044,1000,1050,1100,1088,1088,1000,1000,1000,1077.5,1047,1050,1050,1050,1084
"Mid City West","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,2700,2850,3136,2800,2699,2795,2598,2900,2895,2799,2795,2850,2999,3100,3136,3068,2800,2969.5,2997.5,2995,3425,3049,3045,3472.5,3382.5,2998,2950,2995,3150,2972.5,3000,2990
"Sunnyside","New York","NY","New York-Newark-Jersey City","Queens County",90,,,,,,,,,,,,1475,1522.5,1500,1550,1550,1550,1500,1550,1575,1575,1625,1662.5,1575,1550,1550,1550,1650,1625,1550,1675,1637.5,1700,1700,1725,1700,1750,1700,1750,1800,1800,1800,1775,1750,1775,1795,1800,1800,1850,1875,1875,1875,1875,1875,1900,1900,1900,1900,1900,1900,1950,1900,1950,1950,2000,2000,2100,2000,2069,2095,2030,2050,2050,1975,2000,1950,2000,2100,2100,2100,1950,1995,1900,1900,1922.5,2000,2000,2000,1997.5,1950,1971,1971,2000,1975,1950,2000,2100,2100,2100,2100,2100,2100,2000,2000,2000,2000,2000,2000,2000
"Jamaica Plain","Boston","MA","Boston-Cambridge-Newton","Suffolk County",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2550,2600,2625,2650,2650,2600,2575,2500,2600,2595,2795,2725,2700,2700,2725,2750,2750,2700,2600,2600,2516.5,2600,2850,2800,2800,2800
"Greenwich Village","New York","NY","New York-Newark-Jersey City","New York County",92,,,,,,,2875,3000,2925,3075,3037.5,2795,2795,2850,2900,2912.5,2895,2900,2900,2995,2950,2900,3100,3000,3150,3100,3100,3200,3250,3250,3250,3295,3200,3200,3150,3195,3195,3200,3200,3200,3250,3275,3300,3300,3300,3300,3395,3400,3400,3400,3450,3338,3300,3350,3495,3495,3395,3395,3395,3450,3400,3325,3300,3300,3495,3500,3550,3400,3400,3395,3300,3300,3300,3300,3300,3395,3295,3350,3425,3395,3297.5,3395,3400,3362.5,3450,3450,3450,3490,3500,3495,3400,3395,3295,3300,3487,3500,3495,3450,3595,3550,3500,3491,3495,3525,3582.5,3650,3575,3600,3550
"Palms","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.5,1895,1937.5,1895,1695,1895,1995,2050,2095,1997,2195,2250,2295,2100,2295,2295,2295,2345,2045,2095,2195,2395,2197.5,2245,2395,2222.5,2250,2350,2450,2387.5,2322.5,2395,2392.5
"Englewood","Chicago","IL","Chicago-Naperville-Elgin","Cook County",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1100,1000,1000,1000,1072,1000,1000,1000,1000,1050,1050,1044,1047,1088,1100,1150,1100,1100,1100,1100,1100,1050,1088,1088,1088,1100,1150,1100
"East Boston","Boston","MA","Boston-Cambridge-Newton","Suffolk County",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1450,1500,1525,1550,1700,1800,1900,1900,1900,1800,1800,1800,1850,1850,1800,1800,1987.5,1900,1950,2000,2000,1925,2000,2100,2100,2037.5,2000,2000,2100,2100,2115,2100,2200,2100,2200,2200,2250,2200,2200,2200,2150,2250,2300,2295,2200,2175,2079.5,2175,2450,2400,2400,2450,2475,2500,2500,2450,2400,2300,2300,2200,2500,2500,2525,2520,2500,2500,2450,2400,2450,2400,2350,2325,2677,2700,2700,2750
"Kew Gardens Hills","New York","NY","New York-Newark-Jersey City","Queens County",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2000,1994,1975,2000,1999,1950,1950,1975,1975,1975,1975,1975,1985,1975,1950,1950,1962.5,2000,2000,2000,2000,2000,2075,2039,2000,1997.5,2000,2199.5,2224.5,2100
"Portage Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1285,1285,1175,1150,1295,1275,1275,1295,1250,1200,1222.5,1300,1290,1250,1290,1245,1195,1200,1250,1250,1200,1150,1100,1025
"Brighton","Boston","MA","Boston-Cambridge-Newton","Suffolk County",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1850,1900,1895,1875,1875,1895,1900,1900,1950,1995,1962.5,1950,1995,2000,2000,2050,2025,2000,2000,2000,1995,1950,1955,1995,2000,2000,2000,2000,2050,2055,2050,2050,2100,2100,2037.5,2082.5,2040,2189.5,2300,2250,2395,2550,2300,2400,2550,2450,2200,2162.5,2100,2300,2400,2500,2500,2500,2500,2500,2500,2400,2250,2200,2302,2500,2500,2500,2550,2562.5,2550,2550,2500,2590,2550,2499,2400,2550,2600,2600
"Rego Park","New York","NY","New York-Newark-Jersey City","Queens County",99,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1750,1724.5,1600,1595,1650,1750,1675,1700,1700,1700,1750,1750,1750,1800,1800,1810,1800,1800,1775,1800,1750,1775,1900,1813,1900,1900,1925,1900,1900,1950,1900,1925,1900,1900,1900,2000,2050,2050,2095,2150,2150,2175,2250,2237.5,2150,2150,2250,2000,2160,2250,2037.5,1950,2000,1950,1937.5,2000,1880,1845,1895,1885,1937.5,2100,2000,2040,1985,1950,2025,1955,2025,1995,1975,1995,2050,2100,2125,2100,2025,2050,2050,2100,2150,2137.5
