"RegionName","City","State","Metro","CountyName","SizeRank","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"North Riverdale","New York","NY","New York-Newark-Jersey City","Bronx County",244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1750,1800,1800,1800,1737.5,1850,1800,1700,1712.5,1600,1675,1700,1650,1900,2100,2062,2062,2000,2000,1980,2150,2112.5,2295,2266,1981.5,1900,1900
"Boerum Hill","New York","NY","New York-Newark-Jersey City","Kings County",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2975,3000,3000,3000,3000,3000,3275,3150,3150,3100,3100,3000,3000,2895,2895,3000,3000,3000,3125,3100,3117.5,3300,3095,3200,3200,3175,3200,3200,3200,3280,3390,3250,3197.5,3000,3000,3000,2975,2900,3000,3162.5,3097.5,3200,3100,3295,3205,3150,3200,3275,3275,2900,2850,2900,2837.5,2800,2950,2950,3100,3200,3300,3200,3100,3250,3117,3099.5,3000,3000,3400,3325,3300,3400,3438,3391.5,3492.5,3200,3200,3250,3020,3229
"Wicker Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2300,2195,2250,2500,2500,2425,2275,2200,2200,2200,2200,2425,2249.5,2250,2462.5,2300,2400,2500,2300,2225,2200,2150,2256.5,2362.5,2322.5,2400,2200
"The Loop","Chicago","IL","Chicago-Naperville-Elgin","Cook County",247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,2002,2012,2007.5,2027.5,2019,2040,2081,2121,2150,2155,2244,2198,2160.5,2100,2020,2073,2063.5,2175,2403,2385,2473,2385,2245,2309,2250,2070,2100,2106.5,2100,2037.5,2012
"Marina","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,3395,3100,2997.5,3200,3295,3495,3272.5,3295,3200,3200,3110,3250,3395,3500,3550,3600,3300,3597.5,3625,3525,3435,3697.5,3750,3595,3455,3455,3460
"Roosevelt Island","New York","NY","New York-Newark-Jersey City","New York County",249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665,3104.5,3197.5,2795,3056,3097,3115,3243,3150,3150,3222.5,3341.5,3607.5,3249,3140,3200
"Peabody","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",250,,,,,,,,,,,,,,,,,,,,,,,1750,1875,1955,2055,2060,2000,2130,2192.5,2155,2500,2400,2275,2300,2227.5,2325,2232.5,2197.5,2175,2180,2200,2200,2200,2200,2165,2165,2200,2200,2350,2350,2335,2500,2495,2400,2335,2100,2200,2400,2300,2510,2400,2395,2355,2485,2500,2400,2380,2307.5,2307.5,2650,2650,2575,2650,2475,2500,2475,2500,2425,2400,2400,2400,2350,2575,2475,2500,2500,2600,2600,2600,2650,2600,2600,2700,2630,2440,2500,2700,2700,2875,2700,2625,2650,2625,2700,2620,2590,2595,2557.5
"Central College Station","College Station","TX","College Station-Bryan","Brazos County",251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795,850,837.5,850,800,800,792.5,800,775,795,795,800,850,995,950,980,935,855,800,800,800,787,800,850,900,950,1025
"Grand Crossing","Chicago","IL","Chicago-Naperville-Elgin","Cook County",252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047,1050,1050,1044,1050,1050,1050,1050,1075,1099.5,1050,1050,1044,1050,1050,1050,1100,1075,1100,1065,1088,1088,1088,1088,1100,1100,1100,1070
"Winter Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1600,1650,1800,1850,1850,1900,1872.5,1872.5,1850,1850,1850,1800,1850,1900,1975,2050,1925,2000,2000,1862.5,1825,2075,2242.5,2300,2200,2200,2100,2100,2000,2150,2000,2100,2300,2200,2150,2300,2300,2300,2250,2600,2325,2275,2025,2300,2100,2150,2300,2550,2610,2700,2600,2500,2450,2400,2250,2312.5,2400,2450,2550,2700,2700,2767.5,2750,2700,2550,2650,2600,2400,2600,2800,2800
"Old Town","Chicago","IL","Chicago-Naperville-Elgin","Cook County",254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.5,2195,1987.5,2147.5,2005,1967.5,1895,1780,1875,1950,2165,2102.5,2102.5,1998,2022.5,2100,2245,2100,2250,2290,2150,2180,2107,2150,2100,2450,2435,2410,2250,2350,2400,2524,2125,2112.5,2405,2300,2075,2100,1985,2280,2075,1900,2099,1995,2075,2195,2195,2197.5,2400,2350,2350,2350,2312.5,2177,2103,2182,2254,2241,2205,2258.5,2395,2340.5,2350,2350,2200,2340,2275,2246,2400,2400,2228.5,2366,2406
"Downtown","New York","NY","New York-Newark-Jersey City","Kings County",255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3345,3162.5,3098,3220,3254,3200.5,3203,3118,3224.5,3240,3237.5,3250,3180,3275,3345,3313,3450,3489,3450,3402,3392.5,3379.5,3369,3300,3235,3300,3374,3400,3283,3370
"Red Hook","New York","NY","New York-Newark-Jersey City","Kings County",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,2600,2900,2699,2700,2649.5,2750,2825,2500,2500,2800,2800,2500,2472,2799,2750,2800,2775,2400,2600,2625,2500,2650,2800,2600,2591.5,2775,2700
"West End","Malden","MA","Boston-Cambridge-Newton","Middlesex County",257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1700,1550,1550,1612.5,1650,1660,1750,1762.5,1750,1800,1800,1800,1650,1650,1650,1637.5,1650,1650,1650,1650,1675,1650,1650,1600,1650,1650,1650
"Washington Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1225,1200,1207,1207,1200,1207,1203,1200,1200,1250,1250,1250,1253,1250,1250,1251.5,1253,1253,1250,1200,1200,1251.5,1250,1200,1250,1250,1225
"Pilsen","Chicago","IL","Chicago-Naperville-Elgin","Cook County",259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1595,1600,1525,1550,1550,1487.5,1450,1450,1450,1450,1450,1500,1500,1592.5,1600,1650,1650,1650,1697.5
"North End","Boston","MA","Boston-Cambridge-Newton","Suffolk County",260,,,,,,,,,,,,,,,,,,,,2400,2362.5,2245,2297.5,2250,2400,2400,2250,2195,2347.5,2400,2400,2525,2400,2300,2200,2397.5,2400,2500,2425,2500,2500,2650,2600,2600,2500,2500,2600,2650,2700,2500,2500,2600,2550,2500,2500,2500,2500,2595,2550,2595,2600,2600,2595,2595,2550,2500,2400,2400,2400,2500,2500,2500,2500,2500,2500,2500,2400,2600,2500,2500,2500,2500,2500,2700,2700,2700,2650,2700,2700,2650,2615,2600,2562.5,2500,2500,2700,2750,2700,2600,2600,2650,2650,2600,2500,2550,2595,2650,2750,2700
"SoHo","New York","NY","New York-Newark-Jersey City","New York County",261,,,,,,,,,,,,2398,2425,2500,2772.5,2800,2767.5,2750,2795,2795,2841,2695,2725,2845,2967,3097.5,3131,3131,3200,2950,2995,2900,2995,2895,2850,2885,2800,2937.5,2995,3100,3195,3150,3200,3200,3200,3222.5,3285,3300,3300,3350,3395,3350,3400,3350,3547.5,3395,3400,3400,3400,3700,3625,3800,3595,3713,3595,3625,3800,3700,3572.5,3595,3350,3500,3625,3570.5,3500,3497.5,3300,3095,3537.5,3497.5,3475,3400,3400,3400,3700,3725,3800,4132,3950,3697.5,3700,3647.5,3500,3570,3861,3700,3775,3795,3695,3996,4200,3995,4000,3796.5,3675,3700,3500,3595,3850
"Nonantum","Newton","MA","Boston-Cambridge-Newton","Middlesex County",262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2095,2100,2200,2200,2300,2300,2400,2250,2250,2500,2400,2400,2400,2400,2400,2300,2500,2400,2400,2200,2425,2300,2300,2100,2200,2300,2300,2185,2250,2400,2499,2400,2400,2500,2500,2500,2500,2300,2300,2300,2300,2300,2300,2500,2500,2525,2400,2350,2300,2300,2150,2100,2100,2200,2400
"Wrightwood Neighbors","Chicago","IL","Chicago-Naperville-Elgin","Cook County",263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.5,2050,2000,2295,2500,2650,2495,2362.5,2000,1997.5,2200,2210,2400,2350,2400,2395,2350,2250,2075,2225,2250,2300,2350,2395,2475,2360,2500
"West Newton","Newton","MA","Boston-Cambridge-Newton","Middlesex County",264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,3100,2600,2475,2500,2300,2400,2450,2500,2400,2572.5,3000,3000,3000,2650,2400,2387.5,2400,2400,2400,2400,2650,2600,2850
"Little Italy","New York","NY","New York-Newark-Jersey City","New York County",265,,,,,,,,,,,,,,,,,,3085,3047.5,3200,3000,3000,3000,3295,3395,3472.5,3495,3495,3495,3300,3395,3495,3495,3495,3395,3472.5,3495,3495,3495,3495,3495,3500,3650,3595,3495,3495,3450,3495,3495,3495,3500,3700,3600,3500,3500,3700,3600,3650,3600,3675,3995,3400,3400,3500,3500,3495,3400,3425,3485,3395,3395,3500,3695,3495,3600,3500,3500,3595,3525,3595,3400,3395,3570,3495,3550,3400,3500,3500,3595,3472.5,3325,3295,3395,3397.5,3400,3409.5,3450,3472.5,3595,3599,3397.5,3395,3350,3375,3360,3350,3300,3325,3692
"Murray Hill","New York","NY","New York-Newark-Jersey City","New York County",266,,,,,,,,,,,,,,,,,,,2750,2900,2818,2900,2875,2850,2875,2925,2900,3000,2995,3000,3000,3000,3000,3000,3100,3074.5,3000,3100,3100,3150,3200,3100,3100,3000,3050,3140,3195,3195,3195,3200,3150,3200,3125,3262.5,3300,3400,3350,3325,3400,3450,3400,3500,3500,3500,3667.5,3597.5,3450,3300,3297.5,3250,3280,3200,3295,3350,3450,3300,3387.5,3325,3300,3300,3300,3285,3197.5,3378.5,3425,3400,3400,3500,3495,3497.5,3500,3495,3400,3300,3300,3450,3450,3300,3397.5,3425,3495,3400,3500,3500,3550,3550,3500,3495,3472.5
"Oceanfront","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2850,2825,2850,2870,2750,2850,2850,2800,2800,3225,2895,2800,2800,2800,2550,2550,2600,2800,2797.5,2650,2550,3000
"East Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,2962.5,3062.5,3109.5,2940,2800,2757.5,2782.5,2795,2583,2695,2660,2718,2875,3000,3000,2995.5,2700,2927.5,2980,2900,2800,2934,2950,3078,3124.5
"Chinatown","New York","NY","New York-Newark-Jersey City","New York County",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2775,2800,2750,2887.5,2700,2900,2950,2939.5,2877,2800,2600,2683,2750,2667.5,2617.5,2647.5,2950,2950,2700,2950,2900,2600,2750,2799,2700,2497.5,2500,2567
"Newton Centre","Newton","MA","Boston-Cambridge-Newton","Middlesex County",270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2822.5,2612.5,2600,2600,2600,2600,2800,2800,2850,2800,2722.5,2800,2700,2800,2600,2925,2700,2650,2750,2550,2600,2900
"Ballard","Seattle","WA","Seattle-Tacoma-Bellevue","King County",271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395,1475,1495,1597.5,1800,1695,1795,1695,1695,1695,1850,1850,1795,1672.5,1572.5,1695,1695,1775,1850,1797.5,1775,1585
"East Rock","New Haven","CT","New Haven-Milford","New Haven County",272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1575,1612.5,1495,1400,1485,1500,1500,1550,1550,1550,1612.5,1650,1695,1625,1600,1600,1575,1537.5,1575,1500,1525,1537.5,1650,1575,1600
"Newtonville","Newton","MA","Boston-Cambridge-Newton","Middlesex County",273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,2697.5,2695,2700,2600,2450,2500,2500,2600,2600,2400,2662.5
"Beacon Hill","Boston","MA","Boston-Cambridge-Newton","Suffolk County",274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2287.5,2200,2250,2300,2600,2700,2700,2700,2650,2500,2500,2500,2520,2600,2500,2520,2500,2500,2400,2400,2400,2400,2525,2500,2500,2300,2250,2400,2400,2495,2400,2400,2400,2500,2500,2500,2425,2500,2600,2550,2625,2350,2500,2500,2200,2425,2555,2437.5,2500,2500,2500,2400,2500,2500,2500,2500,2500,2762.5,2725,2750,2750,2750,2750,2765,2700,2800,2675,2630,2600,2600,2600,2400,2600
"Upper Eastside","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1862.5,1725,1700,1700,1650,1800,1900,1675,1850,1750,1850,1862.5,1850,1825,1800,1800,2000,2100,2125,2000,1875,1887.5,2042.5,2092.5,1850,1772.5,2042.5,2200,2000,1900
"West Cambridge","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2600,2800,3165,3000,3000,2900,2825,2600,2600,2525,2512.5,2500,2595,2700,2855,3000,3000,3300,3275,3000,2975,2670,2550,2800,2800,3000,3145
"South Lamar","Austin","TX","Austin-Round Rock","Travis County",277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1395,1597.5,1575,1575,1525,1495,1550,1595,1595,1595.5,1575,1557.5
"East Somerville","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2490,2450,2450,2500,2100,2100,2300,2300,2375,2400,2400,2200,2237.5,2400,2550,2750,2650,2400,2250,2300,2162.5,2200,2412,2700,2700,2500,2500,2500,2650,2450,2300,2300,2500,2600,2750,2950,2950,2800,2600,2500,2400,2400,2400,2402.5,2550,2650,2700
"Noble Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.5,1800,1872.5,2050,2100,2050,1995,2000,2100,1925,2025,1950,2095,1872.5,2100,2100,2100,2000,2000,1995,2000,2300,2580,2400,1995
"Mount Washington","Pittsburgh","PA","Pittsburgh","Allegheny County",280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,999,999,1150,1100,1095,1050,974.5,1100,1070,1022.5,960,1050,895,1010
"Spring Hill","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2750,2800,2800,2550,2550,2500,2550,2400,2600,2800,2600,2875,3000,2850,2900,2700,2600,2500,2550,2400,2400,2450,2600,2850,3000,2850,2800,2800,2600,2600,2750,2700,2600,2800,2800,3150
"Isle of Normandy","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1550,1550,1600,1600,1525,1525,1475,1450,1447.5,1450,1500,1550,1700,1750,1750,1750,1650,1650,1687.5,1612.5,1600,1650,1737.5,1650,1650,1612.5
"Chestnut Hill","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",283,,,,,,,,,,,,,,,,,,,,,,,,1885,1905,1835,1845,1835,1882.5,1920,1940,1980,1860,2065,2080,2100,2100,2097.5,1997.5,2007.5,2045,2065,2105,2070,2070,2135,2100,2147.5,2185,2252.5,2200,2240,2265,2200,2220,2255,2255,2255,2252.5,2330,2350,2340,2340,2427.5,2422.5,2330,2352.5,2367.5,2340,2365,2335,2337.5,2335,2335,2380,2357.5,2535,2420,2425,2420,2370,2520,2530,2800,2690,2780,2950,2695,2600,2670,2670,2700,2700,2695,2697.5,2600,2750,2470,2410,2680,2652,2690,2700,2700,2700,2700,2690,2680,2620
"Cobble Hill","New York","NY","New York-Newark-Jersey City","Kings County",284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2982,2787.5,2625,2700,2973,2775,3100,3117.5,2900,2900,2725,2750,2700,2725,2800,2900,3000,3176,2800,3000,2900,3195,3242.5,3242.5,3190.5,3200,2700
"Chinatown","Boston","MA","Boston-Cambridge-Newton","Suffolk County",285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,2722.5,3200,3200,3250,2850,2900,3047.5,2997.5,2896,2695,2703,2600,2650,2695,2897,2700,2960.5,2841,3100,3400,3300,3220,3250,3150,3089,3089,3200,3295,3285,3358.5
"Auburndale","Newton","MA","Boston-Cambridge-Newton","Middlesex County",286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,1925,2085,2160,2025,2060,2100,2100,2060,2025,2025,2050,2050,2100,2100,2100,2100,2125,2125,2125,2125,2100,2100,2122.5
"Edgeworth","Malden","MA","Boston-Cambridge-Newton","Middlesex County",287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1625,1625,1812.5,1725,1800,1995,2100,2000,1900,2100,2000,1900,1650,1662.5,1675
"West Woodlawn","Chicago","IL","Chicago-Naperville-Elgin","Cook County",288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1150,1150,1100,1150,1150,1150,1150,1097.5,1100,1100,1172.5,1128,1128,1200,1250,1200,1200,1200,1150,1150,1150,1128,1100,1100,1100,1150,1150
"Downtown","Austin","TX","Austin-Round Rock","Travis County",289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,2574,2474.5,2518,2340,2477,2499,2554,2586,2586,2625,2755,2637.5,2736,2696.5,2694,2792
"East Ukrainian Village","Chicago","IL","Chicago-Naperville-Elgin","Cook County",290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1950,1950,2050,2050,2085,2090,2085,2050,1995,2050,2100,2050,2050,1950,1950,1975,1995,2000,1795,1895,1895,1900,2100,1895,1895,2000,1947.5,1895,2125,2150,2095,2057.5,1900,2172.5,1915,1872.5,1900,1905,1895,1895,1925,1895,2000,2100,2200,2025,1950,1895,1872.5,1895,1895,1895,1895,1895,1950,2125,2197.5,2200,2250,2000,1862.5,1895,1907.5,1915,1995,2050,1950,1895
"Old Town Triangle","Chicago","IL","Chicago-Naperville-Elgin","Cook County",291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1825,1950,1945,1900,1950,2110,1950,1945,1950,2013.5,2020,1995,2025,2050,2084,2123.5,2000,2100,1950,2000,2027,2026,1995,1995,2000,1995,1975
"Old City","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1850,1879,1884.5,1890,1900,1890,1700,1695,1795,1750,1795,1772,1612,1687,1850,1899,1899,1850,1795,1795,1967,1850,1935,1999.5,1942.5,1797.5
"Wellington-Harrington","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2425,2500,2500,2800,3000,2800,2750,2600,2550,2500,2475,2547.5,2497.5,2472.5,2700,3000,3000,2800,3000,3000,2900,2800,2875,2400,2400,2450,2800,2800,2775
"Victoria Park","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1350,1350,1350,1447.5,1425,1497.5,1497.5,1475,1475,1400,1400,1400,1300,1495,1495,1500,1500,1425,1450,1450,1450,1500,1495,1650,1495,1390,1450
"Davis Square","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180,3200,3000,2850,2795,2700,2675,2675,2500,2612.5,2600,2995,3300
"Midtown - Winn Park Capital Avenue","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.5,1285,1337.5,1215,1255,1292.5,1272.5,1300,1195,1272.5,1325,1295,1295,1350,1295,1297.5,1295,1295,1295,1250,1335,1325,1300
"South Central Beach","Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2100,2000,2000,2000,2100,2250,2500,2100,2100,2050,2200,2300,2150,2300,2500,2200,2350,2500,2200,2350,2300,2400,2600,2450,2350,2400,2150,2150,2200,2200,2300,2300,2300,2300,2200,2500,2500,2500,2500,2300,2250,2350,2200,2250,2550,2400,2400,2495,2500,2495,2550,2500,2500
"Zilker","Austin","TX","Austin-Round Rock","Travis County",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1499.5,1495,1527.5,1640,1579,1680,1665,1680,1699,1795,1789,1909,1919
"West End","Boston","MA","Boston-Cambridge-Newton","Suffolk County",299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825,2755,2925,2823,2800,2777.5,2827.5,2755,2800,2800,2777.5,2827.5,2900,2877,2900,2965,2900,3035,3122.5,3025,3100,2984,2905,2900,2987,3007.5,3050,3125
"The Port - Area 4","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2700,2925,2995,3000,2997.5,2950,2800,2800,2800,2800,2800,3000,3400,3000,3400,3500,3400,3450,3300,2950,2900,3000,2900,2900,2950,3200,3600
"North Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1495,1450,1395,1495,1535,1487.5,1457.5,1500,1450,1475,1395,1325,1325,1350,1365,1365,1450,1517.5
