"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"Highland","OR","Portland-Vancouver-Hillsboro","Washington County","Beaverton",1985,1939,0.00258531540847983,0.00727272727272727,0.0374531835205993,2276
2019-04-30,"Washington Heights","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",1986,1146,-0.00347826086956522,-0.00520833333333333,0.0114739629302736,2223
2019-04-30,"Carriage Place","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",1987,1897,0.00158394931362196,0.0042350449973531,0.0388828039430449,3091
2019-04-30,"Abbott McKinley","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",1988,1122,0.0044762757385855,0.0126353790613718,0.0437209302325581,2213
2019-04-30,"Near Southside","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",1989,816,0.0061652281134402,0.0136645962732919,0.0793650793650794,2719
2019-04-30,"Del Cerro","CA","San Diego-Carlsbad","San Diego County","San Diego",1990,3222,0.00342572407349735,0.0154427986132997,0.0543193717277487,2877
2019-04-30,"Glencliff","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",1991,1517,0.006635700066357,0.0099866844207723,0.0215488215488215,1761
2019-04-30,"Leonidas","LA","New Orleans-Metairie","Orleans Parish","New Orleans",1992,1569,-0.00759013282732448,-0.00507292327203551,0.0724538619275461,2173
2019-04-30,"Centre Pointe","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",1993,2068,0.00242365487154629,0.00145278450363196,0.0360721442885772,1195
2019-04-30,"Wynnefield Heights","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1994,1323,0,0.00379362670713202,0.0450236966824645,1112
2019-04-30,"Virginia Highland","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",1995,2786,0.00505050505050505,0.0179028132992327,0.00905469032959073,3096
2019-04-30,"Duncan Park","KY","Lexington-Fayette","Fayette County","Lexington",1996,887,0.00339366515837104,0.0160366552119129,0.0254335260115607,2678
2019-04-30,"Mission Viejo","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",1997,1971,0.00101574403250381,0.00356415478615071,0.0461783439490446,2575
2019-04-30,"Old Town","NY","New York-Newark-Jersey City","Richmond County","New York",1998,2259,-0.0013262599469496,-0.0035288928098809,0.00266311584553928,1908
2019-04-30,"Tri-Village","OH","Columbus","Franklin County","Columbus",1999,1328,0.00529901589704769,0.00606060606060606,0.0326594090202177,1790
2019-04-30,"Seward","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",2000,1683,-0.00177935943060498,0,0.0325153374233129,1729
2019-04-30,"Buena Vista","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",2001,5347,0.000374181478016838,0.00243719535058118,0.0484313725490196,768
